eventcategory,isfirstactivity,apppackagename,appversion,devicetype,devicemanufacturer,osversion,canonicaldeviceuuid,sourcetype,channel,params_campaign,params_medium,params_term,inappeventcategory,inappeventlabel,eventdatetime,rowuuid,isfirstgoalactivity,event_rank
goal,True,com.kmong.kmong,3.3.5,SM-G570F,samsung,Android7.0,8f8689b4-ef71-4f6f-a9b3-de23527223d2,unattributed,unattributed,,,,category_gig.view,6.0,2018-09-29T03:00:01+09:00,b5bfd5b1-e2f5-4a3e-b395-0a5097bdad14,True,True
goal,True,com.kmong.kmong,3.3.2,SM-N900S,samsung,Android5.0,8cc6185c-ed53-49da-a47e-d1fe8a217c89,unattributed,unattributed,,,,gig_detail.view,60201.0,2018-09-29T03:00:01+09:00,0b3ed8ad-3a34-4e8f-b98f-ffa18c1764cd,False,True
goal,False,com.kmong.kmong,3.3.5,SM-N920L,samsung,Android7.0,1c8c6681-04af-443b-aed9-29d476864698,unattributed,unattributed,,,,home.view,,2018-09-29T03:00:02+09:00,85ed19c8-9a71-470c-ac71-8bea12c2d7f1,False,True
goal,False,com.kmong.kmong,3.3.5,SM-N916K,samsung,Android6.0.1,1c84ee9d-c261-4925-8566-9757075e5a1b,unattributed,unattributed,,,,inbox.view,,2018-09-29T03:00:07+09:00,2fc96a2c-4edb-4707-84f8-86b8684bc23b,False,True
goal,False,com.kmong.kmong,3.3.5,SM-N920L,samsung,Android7.0,1c8c6681-04af-443b-aed9-29d476864698,unattributed,unattributed,,,,bookmarks_gig.view,,2018-09-29T03:00:07+09:00,be3084ae-d364-4339-a96e-9387fa87ad88,False,True
goal,False,com.kmong.kmong,3.3.5,SM-N916K,samsung,Android6.0.1,1c84ee9d-c261-4925-8566-9757075e5a1b,unattributed,unattributed,,,,home.view,,2018-09-29T03:00:08+09:00,21cc99fe-2ab8-462f-b128-bca8c1f8e4fa,False,True
goal,False,com.kmong.kmong,3.3.2,SM-G955N,samsung,Android8.0.0,8cb6d299-c647-4212-9df7-1f3ede8dfc8e,unattributed,unattributed,,,,search_gig.view,,2018-09-29T03:00:12+09:00,e1bcf1e4-95ae-4434-88ad-e5ba874c4d20,False,True
launch,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,18D3DA18-2DF2-4E41-AF32-31EF0B0DCDB1,unattributed,unattributed,,,,,,2018-09-29T03:00:12+09:00,43acdead-75c1-4d7d-8174-8d2f0220fc30,False,False
goal,True,com.kmong.kmong,3.3.5,SM-N916K,samsung,Android6.0.1,1c84ee9d-c261-4925-8566-9757075e5a1b,unattributed,unattributed,,,,category_gig.view,6.0,2018-09-29T03:00:13+09:00,c741b2da-2627-4e86-907b-a3bcc717f789,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,18D3DA18-2DF2-4E41-AF32-31EF0B0DCDB1,unattributed,unattributed,,,,buyer_order_track.view,,2018-09-29T03:00:15+09:00,b3dc96f7-d728-4b65-8474-1308ee9bfa40,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,18D3DA18-2DF2-4E41-AF32-31EF0B0DCDB1,unattributed,unattributed,,,,seller_selling_history.view,,2018-09-29T03:00:18+09:00,fed96ac4-7bd9-4347-a3b4-71b585f4ea68,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,18D3DA18-2DF2-4E41-AF32-31EF0B0DCDB1,unattributed,unattributed,,,,buyer_order_track.view,,2018-09-29T03:00:20+09:00,65006f18-d97c-4823-9658-5bfaa26bf543,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,18D3DA18-2DF2-4E41-AF32-31EF0B0DCDB1,unattributed,unattributed,,,,seller_selling_history.view,,2018-09-29T03:00:22+09:00,7b1f7a3d-0da3-46a0-a3b3-729fc3ddb910,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,18D3DA18-2DF2-4E41-AF32-31EF0B0DCDB1,unattributed,unattributed,,,,menu.view,,2018-09-29T03:00:23+09:00,198a5bbd-cc09-4e50-940d-468058fde1ab,False,True
background,,com.kmong.kmong,3.3.5,SM-N950N,samsung,Android8.0.0,004ae4cb-4d37-4ab9-83de-9ffd0ed0c54d,,,,,,,,2018-09-29T03:00:27+09:00,1eeeb626-429f-4599-8ae0-d1d6e9ef0197,,True
goal,True,com.kmong.kmong,3.3.5,SM-N920L,samsung,Android7.0,1c8c6681-04af-443b-aed9-29d476864698,unattributed,unattributed,,,,gig_detail.view,1101.0,2018-09-29T03:00:28+09:00,d66faf0e-b915-41d7-8abe-86b0b215f01b,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,18D3DA18-2DF2-4E41-AF32-31EF0B0DCDB1,unattributed,unattributed,,,,seller_gig.click,,2018-09-29T03:00:29+09:00,176be200-8341-43ff-a440-6c14bc8143f2,False,True
goal,False,com.kmong.kmong,3.3.2,SM-G955N,samsung,Android8.0.0,8cb6d299-c647-4212-9df7-1f3ede8dfc8e,unattributed,unattributed,,,,gig_detail.view,210.0,2018-09-29T03:00:30+09:00,c1960288-b937-451d-88b0-a789aec8e0d5,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,18D3DA18-2DF2-4E41-AF32-31EF0B0DCDB1,unattributed,unattributed,,,,gig_detail.view,1027.0,2018-09-29T03:00:31+09:00,b41b53ba-4749-4b6c-9096-36001eeae370,False,True
goal,False,com.kmong.kmong,3.3.5,SM-G960N,samsung,Android8.0.0,bed54c62-2c28-45f6-a8aa-88f7c23ff7e7,unattributed,unattributed,,,,category_gig.view,9.0,2018-09-29T03:00:34+09:00,a11848fe-89f1-4bde-a6fc-eeedd72c4f1e,False,True
launch,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,B4720E6F-CECF-499F-B865-AF2B1FABC936,unattributed,unattributed,,,,,,2018-09-29T03:00:34+09:00,9b9d9e6f-c44a-4f10-9c0f-ad27a2ba6e0f,False,False
goal,False,com.kmong.kmong,3.3.5,SM-N916K,samsung,Android6.0.1,1c84ee9d-c261-4925-8566-9757075e5a1b,unattributed,unattributed,,,,inbox_detail.view,,2018-09-29T03:00:35+09:00,e246f555-f7c8-45ec-8fb6-62f31737de27,False,True
background,,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.2.6,9A58CC9C-8CD5-4624-9625-E9E0A92E9B2C,,,,,,,,2018-09-29T03:00:36+09:00,5ac7ba1e-20e7-4f01-80a3-c1ffc89a3cde,,True
goal,False,com.kmong.kmong,3.3.5,SM-N920L,samsung,Android7.0,1c8c6681-04af-443b-aed9-29d476864698,unattributed,unattributed,,,,gig_detail.view,1101.0,2018-09-29T03:00:37+09:00,34d628d5-f960-402f-aebf-856d6087f95d,False,True
goal,False,com.kmong.kmong,3.3.5,SM-N920L,samsung,Android7.0,1c8c6681-04af-443b-aed9-29d476864698,unattributed,unattributed,,,,gig_detail.view,1101.0,2018-09-29T03:00:38+09:00,8cc5b44d-451e-42f8-89ab-714fc0cfdb1e,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,B4720E6F-CECF-499F-B865-AF2B1FABC936,unattributed,unattributed,,,,buyer_order_track.view,,2018-09-29T03:00:38+09:00,a8e3b9d3-a24c-4e12-8ca8-2946a368b65b,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,B4720E6F-CECF-499F-B865-AF2B1FABC936,unattributed,unattributed,,,,home.view,,2018-09-29T03:00:40+09:00,3f4d9b6c-c5bd-4fc6-8ad6-69f2efa42132,False,True
goal,True,com.kmong.kmong,3.3.5,SM-G960N,samsung,Android8.0.0,bed54c62-2c28-45f6-a8aa-88f7c23ff7e7,unattributed,unattributed,,,,gig_detail.view,902.0,2018-09-29T03:00:42+09:00,f76d0494-b19d-44f3-aa55-5f4fac980d52,False,True
goal,False,com.kmong.kmong,3.3.5,SM-G960N,samsung,Android8.0.0,bed54c62-2c28-45f6-a8aa-88f7c23ff7e7,unattributed,unattributed,,,,category_gig.view,9.0,2018-09-29T03:00:44+09:00,0bb564c9-78bc-4c0a-aa32-e5d7376da220,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,18D3DA18-2DF2-4E41-AF32-31EF0B0DCDB1,unattributed,unattributed,,,,menu.view,,2018-09-29T03:00:50+09:00,57d4ace9-8e80-4aca-a20c-16085c7c3ffb,False,True
background,,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,18D3DA18-2DF2-4E41-AF32-31EF0B0DCDB1,,,,,,,,2018-09-29T03:00:51+09:00,fd3a2f83-99c9-4f4b-a92b-0f912d37a003,,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,B4720E6F-CECF-499F-B865-AF2B1FABC936,unattributed,unattributed,,,,buyer_order_track.view,,2018-09-29T03:00:52+09:00,23580681-5540-4b29-8273-c548df86bde7,False,True
goal,False,com.kmong.kmong,3.3.2,SM-N750K,samsung,Android5.1.1,35da03aa-927d-4599-85f7-e73f8510bca6,unattributed,unattributed,,,,login_sns.view,,2018-09-29T03:00:52+09:00,40ad6697-476d-4577-bfca-30653a38a224,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,B4720E6F-CECF-499F-B865-AF2B1FABC936,unattributed,unattributed,,,,inbox.view,,2018-09-29T03:01:00+09:00,658308d2-10ef-4d49-8e51-1da6c8b25e41,False,True
goal,True,com.kmong.kmong,3.3.5,SM-G960N,samsung,Android8.0.0,bed54c62-2c28-45f6-a8aa-88f7c23ff7e7,unattributed,unattributed,,,,gig_detail.view,918.0,2018-09-29T03:01:01+09:00,b3998f94-0a60-4004-88b2-c68fa7603dc7,False,True
background,,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,B4720E6F-CECF-499F-B865-AF2B1FABC936,,,,,,,,2018-09-29T03:01:02+09:00,df9a0e1e-172a-490c-8343-95e47920967c,,True
goal,False,com.kmong.kmong,3.3.2,SM-N750K,samsung,Android5.1.1,35da03aa-927d-4599-85f7-e73f8510bca6,unattributed,unattributed,,,,home.view,,2018-09-29T03:01:04+09:00,cf62fa7b-7578-4e94-8bc7-c75d261b042d,False,True
launch,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,A51E56A2-4EF4-4EEC-A0BF-7E00A86696AA,unattributed,unattributed,,,,,,2018-09-29T03:01:09+09:00,d92a07b9-1cb3-445c-87e4-9f5f3ed4c204,False,False
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,A51E56A2-4EF4-4EEC-A0BF-7E00A86696AA,unattributed,unattributed,,,,home.view,,2018-09-29T03:01:10+09:00,6f25d9c6-114e-4361-9264-2acc1cc4d93f,False,True
background,,com.kmong.kmong,3.3.2,SM-N750K,samsung,Android5.1.1,35da03aa-927d-4599-85f7-e73f8510bca6,,,,,,,,2018-09-29T03:01:12+09:00,0629bd11-0e43-4e6b-b9ed-25bd00caf144,,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,A51E56A2-4EF4-4EEC-A0BF-7E00A86696AA,unattributed,unattributed,,,,category_list.view,,2018-09-29T03:01:12+09:00,d1700ff4-1045-49c0-90ab-b75df32ac155,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,A51E56A2-4EF4-4EEC-A0BF-7E00A86696AA,unattributed,unattributed,,,,bookmarks_gig.view,,2018-09-29T03:01:13+09:00,e04175d9-0b90-4aaf-a1d3-ede83972769b,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,A51E56A2-4EF4-4EEC-A0BF-7E00A86696AA,unattributed,unattributed,,,,inbox.view,,2018-09-29T03:01:13+09:00,6eae1c75-8c99-4ad5-9ed0-52dc33eb6f79,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,A51E56A2-4EF4-4EEC-A0BF-7E00A86696AA,unattributed,unattributed,,,,menu.view,,2018-09-29T03:01:15+09:00,7f3d3150-87e5-4889-b655-5679544153f8,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,A51E56A2-4EF4-4EEC-A0BF-7E00A86696AA,unattributed,unattributed,,,,seller_selling_history.view,,2018-09-29T03:01:17+09:00,a621dae1-9e19-49fd-910d-ca210a4baa90,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,A51E56A2-4EF4-4EEC-A0BF-7E00A86696AA,unattributed,unattributed,,,,menu.view,,2018-09-29T03:01:19+09:00,ec8af7f3-dc37-4554-996e-6ba26fa1341a,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,A51E56A2-4EF4-4EEC-A0BF-7E00A86696AA,unattributed,unattributed,,,,seller_profits_history.view,,2018-09-29T03:01:20+09:00,b8b7e7aa-92eb-484f-a78a-994ac8cfb4fe,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,A51E56A2-4EF4-4EEC-A0BF-7E00A86696AA,unattributed,unattributed,,,,menu.view,,2018-09-29T03:01:20+09:00,213a9181-5747-4e1b-9faa-1b628c4f2f23,False,True
background,,com.kmong.kmong,3.3.5,SM-A600N,samsung,Android8.0.0,c2b6affa-fbaa-4648-aad7-73a8abbbe626,,,,,,,,2018-09-29T03:01:21+09:00,a597a58c-059c-4f72-ba4a-ad364d301b31,,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,A51E56A2-4EF4-4EEC-A0BF-7E00A86696AA,unattributed,unattributed,,,,seller_selling_history.view,,2018-09-29T03:01:22+09:00,6b6de79e-cb2c-4a29-b0bc-3b88647dc3a1,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,A51E56A2-4EF4-4EEC-A0BF-7E00A86696AA,unattributed,unattributed,,,,buyer_order_track.view,,2018-09-29T03:01:23+09:00,b377f34d-03e5-4b95-9fa4-1bba619d54e4,False,True
goal,False,com.kmong.kmong,3.3.5,SM-N916K,samsung,Android6.0.1,1c84ee9d-c261-4925-8566-9757075e5a1b,unattributed,unattributed,,,,home.view,,2018-09-29T03:01:28+09:00,952f8113-b407-465b-bba0-84fe013466e3,False,True
goal,False,com.kmong.kmong,3.3.5,SM-N916K,samsung,Android6.0.1,1c84ee9d-c261-4925-8566-9757075e5a1b,unattributed,unattributed,,,,inbox.view,,2018-09-29T03:01:30+09:00,f7ce377c-0926-454a-a68c-f418733e8f6c,False,True
goal,False,com.kmong.kmong,3.3.5,SM-N916K,samsung,Android6.0.1,1c84ee9d-c261-4925-8566-9757075e5a1b,unattributed,unattributed,,,,inbox_detail.view,,2018-09-29T03:01:35+09:00,de53dcb8-b183-4d9a-8e9e-3fbfd46749eb,False,True
goal,False,com.kmong.kmong,3.3.5,SM-N920L,samsung,Android7.0,1c8c6681-04af-443b-aed9-29d476864698,unattributed,unattributed,,,,gig_detail.view,1101.0,2018-09-29T03:01:35+09:00,b158b565-d0d2-4f43-8072-caef8fbc55a3,False,True
goal,False,com.kmong.kmong,3.3.5,SM-N916K,samsung,Android6.0.1,1c84ee9d-c261-4925-8566-9757075e5a1b,unattributed,unattributed,,,,inbox.view,,2018-09-29T03:01:36+09:00,6cd17aaa-1d68-4079-8e33-c0fda6532dc2,False,True
goal,False,com.kmong.kmong,3.3.5,SM-N916K,samsung,Android6.0.1,1c84ee9d-c261-4925-8566-9757075e5a1b,unattributed,unattributed,,,,inbox_detail.view,,2018-09-29T03:01:37+09:00,3d486400-91d3-4c1f-a34f-db4f768bf312,False,True
launch,False,com.kmong.kmong,3.3.5,SM-N950N,samsung,Android8.0.0,b6303b9d-d7c5-4fc7-92d3-cbe98bc45e55,app-market,google-play,,organic,,,,2018-09-29T03:01:42+09:00,14c28c0e-8fa5-4617-9897-b505f1254a7e,False,False
background,,com.kmong.kmong,3.3.5,SM-G570F,samsung,Android7.0,8f8689b4-ef71-4f6f-a9b3-de23527223d2,,,,,,,,2018-09-29T03:01:43+09:00,02713805-80c7-42e1-ae24-321a20b95197,,True
goal,False,com.kmong.kmong,3.3.5,SM-N950N,samsung,Android8.0.0,b6303b9d-d7c5-4fc7-92d3-cbe98bc45e55,app-market,google-play,,organic,,menu.view,,2018-09-29T03:01:43+09:00,71dfeee1-5f9d-4a38-b50e-8f6cde7c33b6,False,True
goal,False,com.kmong.kmong,3.3.5,SM-N950N,samsung,Android8.0.0,b6303b9d-d7c5-4fc7-92d3-cbe98bc45e55,app-market,google-play,,organic,,inbox.view,,2018-09-29T03:01:46+09:00,a9ec4020-cd56-4566-ada0-f223b70c7f0b,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,A51E56A2-4EF4-4EEC-A0BF-7E00A86696AA,unattributed,unattributed,,,,seller_selling_history.view,,2018-09-29T03:01:48+09:00,d1f719f0-75fc-447f-89ab-c43f59634610,False,True
goal,False,com.kmong.kmong,3.3.5,SM-N950N,samsung,Android8.0.0,b6303b9d-d7c5-4fc7-92d3-cbe98bc45e55,app-market,google-play,,organic,,inbox_detail.view,,2018-09-29T03:01:48+09:00,e00e0ce6-61c2-41e0-a744-59fde7c261e7,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,A51E56A2-4EF4-4EEC-A0BF-7E00A86696AA,unattributed,unattributed,,,,buyer_order_track.view,,2018-09-29T03:01:49+09:00,d175d74f-cd6b-4051-8aec-ec406298f3de,False,True
goal,False,com.kmong.kmong,3.3.5,SM-N950N,samsung,Android8.0.0,b6303b9d-d7c5-4fc7-92d3-cbe98bc45e55,app-market,google-play,,organic,,inbox.view,,2018-09-29T03:01:51+09:00,da4991c5-8052-4fb5-96ac-2a7296fbfd1f,False,True
launchInSession,,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.3.1,BBE0CF2B-2AEF-4D34-925A-4FADEDBDACC2,,,,,,,,2018-09-29T03:01:51+09:00,32d425df-4000-4bdc-bc00-8fb7f7146486,,False
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,A51E56A2-4EF4-4EEC-A0BF-7E00A86696AA,unattributed,unattributed,,,,buyer_order_track.view,,2018-09-29T03:01:51+09:00,0e7770b3-2c9d-43b7-baf9-774f259239ff,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,A51E56A2-4EF4-4EEC-A0BF-7E00A86696AA,unattributed,unattributed,,,,buyer_order_track.view,,2018-09-29T03:01:52+09:00,071e5a1f-bfbd-4b78-b296-0b57c9d7162d,False,True
goal,False,com.kmong.kmong,3.3.5,SM-N950N,samsung,Android8.0.0,b6303b9d-d7c5-4fc7-92d3-cbe98bc45e55,app-market,google-play,,organic,,home.view,,2018-09-29T03:01:52+09:00,ddcfbedd-f416-42d9-bf7d-734f270c3566,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.3.1,BBE0CF2B-2AEF-4D34-925A-4FADEDBDACC2,unattributed,unattributed,,,,home.view,,2018-09-29T03:01:53+09:00,fc7241e1-f65f-47d7-8b88-b1f9a0b5cda3,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,A51E56A2-4EF4-4EEC-A0BF-7E00A86696AA,unattributed,unattributed,,,,seller_selling_history.view,,2018-09-29T03:01:54+09:00,7b68ee0f-6132-476a-9595-df4beb7eb3a7,False,True
launchInSession,,com.kmong.kmong,3.3.5,SM-G950N,samsung,Android8.0.0,a96fe42f-036c-43b5-bef8-3609cf21ca8b,,,,,,,,2018-09-29T03:01:54+09:00,c4fc48fb-906e-49f2-a776-03721b8a0e8d,,False
exit,,com.kmong.kmong,3.3.5,SM-N950N,samsung,Android8.0.0,b6303b9d-d7c5-4fc7-92d3-cbe98bc45e55,,,,,,,,2018-09-29T03:01:54+09:00,6b8204c3-7fbf-42d7-8956-5cabd46e489e,,True
goal,False,com.kmong.kmong,3.3.5,SM-G960N,samsung,Android8.0.0,bed54c62-2c28-45f6-a8aa-88f7c23ff7e7,unattributed,unattributed,,,,gig_detail.view,902.0,2018-09-29T03:01:55+09:00,094548a8-54b7-4304-9f1f-2a6507c8c38f,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,A51E56A2-4EF4-4EEC-A0BF-7E00A86696AA,unattributed,unattributed,,,,seller_selling_history.view,,2018-09-29T03:01:55+09:00,6a06d2d3-3b4c-4479-9033-b46469c4d829,False,True
goal,False,com.kmong.kmong,3.3.5,SM-G950N,samsung,Android8.0.0,a96fe42f-036c-43b5-bef8-3609cf21ca8b,unattributed,unattributed,,,,home.view,,2018-09-29T03:01:56+09:00,e5f607e6-0dbb-4809-833a-355f4833577e,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,A51E56A2-4EF4-4EEC-A0BF-7E00A86696AA,unattributed,unattributed,,,,buyer_order_track.view,,2018-09-29T03:01:56+09:00,f9238923-b0b5-4a63-9d16-1ad082cda930,False,True
goal,False,com.kmong.kmong,3.3.5,SM-N916K,samsung,Android6.0.1,1c84ee9d-c261-4925-8566-9757075e5a1b,unattributed,unattributed,,,,inbox.view,,2018-09-29T03:01:58+09:00,1c1a1d8c-e6ee-48b9-88ae-c93ae97a3164,False,True
goal,False,com.kmong.kmong,3.3.5,SM-N916K,samsung,Android6.0.1,1c84ee9d-c261-4925-8566-9757075e5a1b,unattributed,unattributed,,,,inbox_detail.view,,2018-09-29T03:02:00+09:00,f5abc9dd-68b0-4f2a-a194-f4fcc349a58f,False,True
goal,False,com.kmong.kmong,3.3.5,SM-G950N,samsung,Android8.0.0,a96fe42f-036c-43b5-bef8-3609cf21ca8b,unattributed,unattributed,,,,inbox.view,,2018-09-29T03:02:01+09:00,eedbc2d4-1faa-4632-a553-c5e155774b25,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,A51E56A2-4EF4-4EEC-A0BF-7E00A86696AA,unattributed,unattributed,,,,seller_selling_history.view,,2018-09-29T03:02:02+09:00,4b428497-b85e-48f2-951f-75ee1e879657,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,A51E56A2-4EF4-4EEC-A0BF-7E00A86696AA,unattributed,unattributed,,,,menu.view,,2018-09-29T03:02:03+09:00,79f31b2b-d0a0-4b7e-aa94-8bbfeaa64111,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS12.0,E471160E-3C76-485C-94F6-3E66019B0EA1,unattributed,unattributed,,,,buyer_order_track.view,,2018-09-29T03:02:04+09:00,313684ae-9c15-4e0b-ad9a-d3e164d136c8,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,A51E56A2-4EF4-4EEC-A0BF-7E00A86696AA,unattributed,unattributed,,,,category_list.view,,2018-09-29T03:02:04+09:00,7dbe0acd-4050-491c-8685-46eb3cbe6a80,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,A51E56A2-4EF4-4EEC-A0BF-7E00A86696AA,unattributed,unattributed,,,,home.view,,2018-09-29T03:02:04+09:00,17114e95-e6a8-4837-8110-34b1ba6a7636,False,True
launch,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS12.0,E471160E-3C76-485C-94F6-3E66019B0EA1,unattributed,unattributed,,,,,,2018-09-29T03:02:04+09:00,cb7c14ba-b00e-4792-b1b1-8dc30e794d2c,False,False
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS12.0,E471160E-3C76-485C-94F6-3E66019B0EA1,unattributed,unattributed,,,,menu.view,,2018-09-29T03:02:04+09:00,306f3798-1f34-421e-8707-97419c845daf,False,True
goal,False,com.kmong.kmong,3.3.5,SM-G950N,samsung,Android8.0.0,a96fe42f-036c-43b5-bef8-3609cf21ca8b,unattributed,unattributed,,,,menu.view,,2018-09-29T03:02:04+09:00,daef3160-8122-40dd-9f22-8defdb3a25a4,False,True
goal,False,com.kmong.kmong,3.3.5,SM-N920L,samsung,Android7.0,1c8c6681-04af-443b-aed9-29d476864698,unattributed,unattributed,,,,bookmarks_gig.view,,2018-09-29T03:02:05+09:00,20d7d58a-fee5-490a-b372-ac21daf79111,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS12.0,E471160E-3C76-485C-94F6-3E66019B0EA1,unattributed,unattributed,,,,menu.view,,2018-09-29T03:02:07+09:00,a2f3f5bf-7f1e-4308-a1ca-5817f902311a,False,True
goal,False,com.kmong.kmong,3.3.5,SM-G950N,samsung,Android8.0.0,a96fe42f-036c-43b5-bef8-3609cf21ca8b,unattributed,unattributed,,,,seller_selling_history.view,,2018-09-29T03:02:08+09:00,66eef2ed-1501-463e-a8f8-f53337e02574,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS12.0,E471160E-3C76-485C-94F6-3E66019B0EA1,unattributed,unattributed,,,,seller_selling_history.view,,2018-09-29T03:02:09+09:00,4de0530c-3cfe-4f12-ada5-edf3a36dfa23,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS12.0,E471160E-3C76-485C-94F6-3E66019B0EA1,unattributed,unattributed,,,,buyer_order_track.view,,2018-09-29T03:02:12+09:00,9681804a-85b1-4f9c-88b5-fc63b6039f3f,False,True
goal,False,com.kmong.kmong,3.3.5,SM-N916K,samsung,Android6.0.1,1c84ee9d-c261-4925-8566-9757075e5a1b,unattributed,unattributed,,,,inbox.view,,2018-09-29T03:02:13+09:00,f49d2667-29c4-4a71-b995-0663b6527f6b,False,True
goal,True,com.kmong.kmong,3.3.5,SM-N920L,samsung,Android7.0,1c8c6681-04af-443b-aed9-29d476864698,unattributed,unattributed,,,,gig_detail.view,1101.0,2018-09-29T03:02:13+09:00,28e599be-bf8b-479b-9315-56e6c35b2998,False,True
goal,False,com.kmong.kmong,3.3.5,SM-N916K,samsung,Android6.0.1,1c84ee9d-c261-4925-8566-9757075e5a1b,unattributed,unattributed,,,,inbox_detail.view,,2018-09-29T03:02:14+09:00,ffb37f7d-23b6-4b48-bf95-55f263d7b72c,False,True
goal,True,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,A51E56A2-4EF4-4EEC-A0BF-7E00A86696AA,unattributed,unattributed,,,,gig_detail.view,101.0,2018-09-29T03:02:14+09:00,8607d4b9-81c8-4547-b6c2-82a649ec9da5,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS12.0,E471160E-3C76-485C-94F6-3E66019B0EA1,unattributed,unattributed,,,,seller_selling_history.view,,2018-09-29T03:02:15+09:00,0446da43-10ea-4f73-ae58-3c182066d9d3,False,True
foreground,,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.2.6,9A58CC9C-8CD5-4624-9625-E9E0A92E9B2C,,,,,,,,2018-09-29T03:02:16+09:00,000f95c4-da74-45a0-8d80-7c819e8240d6,,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS12.0,E471160E-3C76-485C-94F6-3E66019B0EA1,unattributed,unattributed,,,,buyer_order_track.view,,2018-09-29T03:02:17+09:00,6d523df5-dd6f-4f85-a9b4-b27bf1d16e69,False,True
goal,False,com.kmong.kmong,3.3.5,SM-G950N,samsung,Android8.0.0,a96fe42f-036c-43b5-bef8-3609cf21ca8b,unattributed,unattributed,,,,menu.view,,2018-09-29T03:02:18+09:00,17831a4b-c7e7-4e09-9355-c79a33166c49,False,True
