eventcategory,isfirstactivity,apppackagename,appversion,devicetype,devicemanufacturer,osversion,canonicaldeviceuuid,sourcetype,channel,params_campaign,params_medium,params_term,inappeventcategory,inappeventlabel,eventdatetime,rowuuid,isfirstgoalactivity,event_rank
goal,True,com.kmong.kmong,3.3.5,SM-A520K,samsung,Android8.0.0,3721b724-1b9c-464c-9a3d-07299e71eb8c,unattributed,unattributed,,,,gig_detail.view,111.0,2018-09-29T22:15:54+09:00,83873224-e0f8-4c79-b673-e86cfd4449a7,False,True
goal,True,com.kmong.kmong,3.3.2,SM-G950N,samsung,Android8.0.0,8d20c846-48df-49a9-88e2-89f3b0f32f95,unattributed,unattributed,,,,menu.view,,2018-09-29T22:15:55+09:00,dc85368b-cc32-4b92-90c2-2b3df01c7ea0,True,True
goal,False,com.kmong.kmong,3.3.5,SM-G935S,samsung,Android7.0,e825b154-a840-454c-b5ea-8a11cea6e458,stranger,google,mweb-app-install,cpc,,category_gig.view,724.0,2018-09-29T22:15:55+09:00,e7f0bfb1-1d5d-4b10-abaa-769cfee19210,False,True
launch,False,com.kmong.kmong,3.3.5,LG-F800L,LGE,Android7.0,3499f6c8-0007-4c08-8785-c04edca8ac24,unattributed,unattributed,,,,,,2018-09-29T22:15:56+09:00,6f10feee-d441-4c19-9fb8-078989995fc7,False,False
goal,False,com.kmong.kmong,3.3.5,SM-G965N,samsung,Android8.0.0,a221eb48-43e8-457d-95dc-017e1fb7f939,unattributed,unattributed,,,,gig_detail.view,20307.0,2018-09-29T22:15:56+09:00,d7105aa8-3bbc-4f5b-9c1d-3e0e451553f2,False,True
foreground,,com.kmong.kmong,3.3.3,SM-G965N,samsung,Android8.0.0,ff5710be-6d95-4bf9-9035-b5a26dacf996,,,,,,,,2018-09-29T22:15:56+09:00,e0f3d241-9e87-4f7f-a77a-a8716324b7bf,,True
exit,,com.kmong.kmong,3.3.5,LG-F800L,LGE,Android7.0,3499f6c8-0007-4c08-8785-c04edca8ac24,,,,,,,,2018-09-29T22:15:57+09:00,08e86ebe-594e-428e-a74a-e9716349e0d6,,True
goal,False,com.kmong.iOS,4.0.3,iPhone,Apple,iOS11.4.1,4BEC3C00-71AF-4159-89BF-2EB4933E2879,unattributed,unattributed,,,,menu.view,,2018-09-29T22:15:57+09:00,bec7eb40-7267-4000-8f42-ab6e103c071a,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS12.0,F2AA594C-5C97-41B7-990D-B3B42A5DFF28,unattributed,unattributed,,,,inbox_detail.view,,2018-09-29T22:15:58+09:00,fd46cb15-20ef-4075-bb7d-d09aacf8b078,False,True
install,True,com.kmong.iOS,4.0.4,iPhone,Apple,iOS12.0,E648DCF1-1C92-42DA-8DDD-1099A65DDED6,viral,WEB,,,,,,2018-09-29T22:15:58+09:00,002d2d50-05fb-4135-b6fd-f4a5d999316e,False,True
launch,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,706D0733-AA0C-4514-9C05-59D8C65C5DE4,unattributed,unattributed,,,,,,2018-09-29T22:15:58+09:00,f2f43c4c-d965-471b-a7b1-0dd58d262c31,False,False
launchInSession,,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,8D47CFD5-E57E-42FB-8A44-24DD183FD736,,,,,,,,2018-09-29T22:15:58+09:00,45a8f380-ea64-47c0-b7b8-cfc05f6ec13d,,False
goal,True,com.kmong.kmong,3.3.5,LGM-V300S,LGE,Android8.0.0,58ceddfb-fe07-42d9-9b67-87388eb49152,paid,google.adwords,1431863900,,,gig_detail.view,21701.0,2018-09-29T22:15:58+09:00,a2634ec6-d9e0-4de5-8651-242f6acd5993,False,True
goal,True,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4,6BCB5DEC-43B3-4E99-84B8-9D0CE9333EC4,unattributed,unattributed,,,,gig_detail.view,104.0,2018-09-29T22:15:59+09:00,9e5f549d-5af8-43f3-bd42-0d60669ce73e,False,True
goal,False,com.kmong.kmong,3.3.2,SM-G950N,samsung,Android8.0.0,8d20c846-48df-49a9-88e2-89f3b0f32f95,unattributed,unattributed,,,,home.view,,2018-09-29T22:15:59+09:00,d8ed97f0-8c7b-41cd-bb5d-c3342db4382b,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,8D47CFD5-E57E-42FB-8A44-24DD183FD736,unattributed,unattributed,,,,menu.view,,2018-09-29T22:15:59+09:00,aa130100-de47-49d0-bf56-f630e89c8e7d,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,8D47CFD5-E57E-42FB-8A44-24DD183FD736,unattributed,unattributed,,,,home.view,,2018-09-29T22:15:59+09:00,d04d9b3a-fe8b-48d3-bbd0-42d02ce94d44,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,706D0733-AA0C-4514-9C05-59D8C65C5DE4,unattributed,unattributed,,,,home.view,,2018-09-29T22:15:59+09:00,22c85e50-5698-4e37-9d99-2c4417528347,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,8D47CFD5-E57E-42FB-8A44-24DD183FD736,unattributed,unattributed,,,,buyer_order_track.view,,2018-09-29T22:16:00+09:00,ac9a8e13-75b1-4e53-ba3b-57f7c499fd3e,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4,6BCB5DEC-43B3-4E99-84B8-9D0CE9333EC4,unattributed,unattributed,,,,home.view,,2018-09-29T22:16:01+09:00,ea395fd8-15d5-4ec0-8212-72161374eae6,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,706D0733-AA0C-4514-9C05-59D8C65C5DE4,unattributed,unattributed,,,,inbox.view,,2018-09-29T22:16:01+09:00,32250612-9c74-4947-8de8-fb21e5c3fdf7,False,True
launch,False,com.kmong.kmong,3.3.5,SM-G965N,samsung,Android8.0.0,7f4e63b2-204e-4e22-a2d3-9aa33940d950,unattributed,unattributed,,,,,,2018-09-29T22:16:02+09:00,c46aa544-1f0c-42f0-91ba-4d6a12e10506,False,False
goal,True,com.kmong.iOS,4.0.4,iPhone,Apple,iOS12.0,E648DCF1-1C92-42DA-8DDD-1099A65DDED6,viral,WEB,,,,tutorial.view,,2018-09-29T22:16:02+09:00,7df958e1-6577-4c8a-91fa-30b48dd114a3,True,True
goal,False,com.kmong.kmong,3.3.5,SM-G965N,samsung,Android8.0.0,7f4e63b2-204e-4e22-a2d3-9aa33940d950,unattributed,unattributed,,,,inbox_detail.view,,2018-09-29T22:16:02+09:00,3578eab8-dacf-40b9-8b2c-0c96b0b60818,False,True
goal,True,com.kmong.kmong,3.3.2,SM-G950N,samsung,Android8.0.0,8d20c846-48df-49a9-88e2-89f3b0f32f95,unattributed,unattributed,,,,category_gig.view,6.0,2018-09-29T22:16:02+09:00,d57009a3-0bf4-4dcc-955b-711a8e7ce79e,True,True
goal,False,com.kmong.kmong,3.3.5,LM-Q725S,LGE,Android8.1.0,3f3096f3-b378-4ac1-b589-261a62999e45,paid,google.adwords,1431863900,,,category_gig.view,120.0,2018-09-29T22:16:03+09:00,786fd81f-76d3-41cc-815f-d6a59211b484,False,True
background,,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,8D47CFD5-E57E-42FB-8A44-24DD183FD736,,,,,,,,2018-09-29T22:16:03+09:00,052a713e-822f-4427-a279-c9d6981a2dba,,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS12.0,E648DCF1-1C92-42DA-8DDD-1099A65DDED6,viral,WEB,,,,tutorial.view,,2018-09-29T22:16:03+09:00,7df85f6f-29fe-4e0e-b8b6-5e87d9529bb0,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,706D0733-AA0C-4514-9C05-59D8C65C5DE4,unattributed,unattributed,,,,inbox_detail.view,,2018-09-29T22:16:03+09:00,d96a927a-5ab2-4850-93f6-6257b51eff13,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4,6BCB5DEC-43B3-4E99-84B8-9D0CE9333EC4,unattributed,unattributed,,,,category_gig.view,1.0,2018-09-29T22:16:03+09:00,dc459a70-85fb-4c91-a472-2a9f3ca7cf00,False,True
goal,False,com.kmong.kmong,3.3.3,SM-G965N,samsung,Android8.0.0,ff5710be-6d95-4bf9-9035-b5a26dacf996,unattributed,unattributed,,,,inbox.view,,2018-09-29T22:16:04+09:00,4e7282d2-0ead-4187-ab6a-80eafef35f0a,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS12.0,E648DCF1-1C92-42DA-8DDD-1099A65DDED6,viral,WEB,,,,tutorial.view,,2018-09-29T22:16:05+09:00,a903c13f-2842-41ae-b1b8-7af677ae9164,False,True
foreground,,com.kmong.iOS,4.0.4,iPhone,Apple,iOS12.0,7974CF71-6A6C-425B-B8E6-A6363CF46503,,,,,,,,2018-09-29T22:16:05+09:00,0f3fa228-274a-4420-b0c4-37e0df751817,,True
background,,com.kmong.iOS,4.0.4,iPhone,Apple,iOS12.0,D31CB358-5121-4D58-84EE-A78B4348C831,,,,,,,,2018-09-29T22:16:05+09:00,491950ad-0b63-461f-83b0-e518f45f7c7d,,True
goal,False,com.kmong.kmong,3.3.5,LGM-V300S,LGE,Android8.0.0,58ceddfb-fe07-42d9-9b67-87388eb49152,paid,google.adwords,1431863900,,,gig_detail.view,215.0,2018-09-29T22:16:05+09:00,e6aeca27-2bea-4e0a-bac8-a73ec5d41668,False,True
goal,False,com.kmong.kmong,3.3.5,LGM-V300S,LGE,Android8.0.0,58ceddfb-fe07-42d9-9b67-87388eb49152,paid,google.adwords,1431863900,,,search.view,,2018-09-29T22:16:06+09:00,eb8da5b9-8528-4b9e-8590-7d8257433462,False,True
goal,False,com.kmong.kmong,3.3.5,LGM-V300S,LGE,Android8.0.0,58ceddfb-fe07-42d9-9b67-87388eb49152,paid,google.adwords,1431863900,,,search_gig.view,,2018-09-29T22:16:06+09:00,d262a94a-96bf-4391-9c46-7987d734c525,False,True
goal,False,com.kmong.kmong,3.3.3,SM-G965N,samsung,Android8.0.0,ff5710be-6d95-4bf9-9035-b5a26dacf996,unattributed,unattributed,,,,inbox.view,,2018-09-29T22:16:06+09:00,49336744-8aa1-4216-8acc-153aa9633fff,False,True
goal,False,com.kmong.kmong,3.3.3,SM-G965N,samsung,Android8.0.0,ff5710be-6d95-4bf9-9035-b5a26dacf996,unattributed,unattributed,,,,inbox_detail.view,,2018-09-29T22:16:06+09:00,1b0c9f23-4e1a-42d8-8444-2d208594bef9,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS12.0,E648DCF1-1C92-42DA-8DDD-1099A65DDED6,viral,WEB,,,,tutorial.view,,2018-09-29T22:16:07+09:00,df0a16dc-2fe0-46e5-b5f9-b6bf06a93b5c,False,True
launch,True,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,8E9CC885-49E0-459F-A016-6DB809E697A1,unattributed,unattributed,,,,,,2018-09-29T22:16:07+09:00,14c4cc8f-0f69-44e2-9363-c25634993c81,False,False
goal,False,com.kmong.kmong,3.3.5,SM-G935S,samsung,Android7.0,e825b154-a840-454c-b5ea-8a11cea6e458,stranger,google,mweb-app-install,cpc,,category_gig.view,7.0,2018-09-29T22:16:07+09:00,8cbce8e3-12b4-4954-8caf-a2a58e4273a3,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS12.0,E648DCF1-1C92-42DA-8DDD-1099A65DDED6,viral,WEB,,,,tutorial.view,,2018-09-29T22:16:08+09:00,d9928027-b3ab-4e52-9628-85d3a85ed9b8,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,8E9CC885-49E0-459F-A016-6DB809E697A1,unattributed,unattributed,,,,home.view,,2018-09-29T22:16:08+09:00,6b37c1bc-0c1b-43ab-9bc6-4e3caa6cf976,False,True
background,,com.kmong.iOS,4.0.3,iPhone,Apple,iOS11.4.1,4BEC3C00-71AF-4159-89BF-2EB4933E2879,,,,,,,,2018-09-29T22:16:09+09:00,46e79c1f-3c6f-4b64-85d2-456d22cd7be9,,True
launch,False,com.kmong.kmong,3.3.5,SM-G925S,samsung,Android7.0,532d5349-7e04-47d8-b9ae-0e3598e6da4c,unattributed,unattributed,,,,,,2018-09-29T22:16:10+09:00,5dc01c3c-2569-4926-b008-2588a8394797,False,False
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS12.0,7974CF71-6A6C-425B-B8E6-A6363CF46503,unattributed,unattributed,,,,buyer_order_history.view,,2018-09-29T22:16:10+09:00,3739927e-9c47-4294-8bfa-e62660b6cf7f,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS12.0,7974CF71-6A6C-425B-B8E6-A6363CF46503,unattributed,unattributed,,,,menu.view,,2018-09-29T22:16:11+09:00,4d90fe7d-1cce-4ea5-94c0-b3470b00536f,False,True
goal,True,com.kmong.iOS,4.0.4,iPhone,Apple,iOS12.0,E648DCF1-1C92-42DA-8DDD-1099A65DDED6,viral,WEB,,,,login_sns.view,,2018-09-29T22:16:11+09:00,2377357b-69ac-4da9-8b27-e12b7eec8572,True,True
goal,True,com.kmong.kmong,3.3.5,SM-G935S,samsung,Android7.0,e825b154-a840-454c-b5ea-8a11cea6e458,stranger,google,mweb-app-install,cpc,,category_gig.view,721.0,2018-09-29T22:16:12+09:00,aabe403f-10fe-4f1c-ba5e-6e72609738b4,False,True
background,,com.kmong.iOS,4.0.4,iPhone,Apple,iOS12.0,F2AA594C-5C97-41B7-990D-B3B42A5DFF28,,,,,,,,2018-09-29T22:16:13+09:00,2ff465a4-82f2-47b3-8d4f-8403d7dc8188,,True
goal,False,com.kmong.kmong,3.3.5,SM-G925S,samsung,Android7.0,532d5349-7e04-47d8-b9ae-0e3598e6da4c,unattributed,unattributed,,,,home.view,,2018-09-29T22:16:13+09:00,ceec3c36-83f9-4956-a0de-82f7e6cb4afc,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS12.0,7974CF71-6A6C-425B-B8E6-A6363CF46503,unattributed,unattributed,,,,buyer_order_history.view,,2018-09-29T22:16:13+09:00,94baafb8-d1d5-4798-b61e-0d1c5cff5510,False,True
goal,False,com.kmong.kmong,3.3.5,SM-G930S,samsung,Android8.0.0,d86a9114-20de-45ee-b3db-11a60feb3f6e,unattributed,unattributed,,,,home.view,,2018-09-29T22:16:13+09:00,3eaebc60-8e5e-4da5-8f54-c5b7d9f792b7,False,True
launch,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,C20A3CEC-5675-4EBA-B96A-8D70834FBAC2,viral,WEB,,,,,,2018-09-29T22:16:14+09:00,75b19bd7-171d-46ae-a854-bbe56942a2cf,False,False
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS12.0,7974CF71-6A6C-425B-B8E6-A6363CF46503,unattributed,unattributed,,,,buyer_order_track.view,,2018-09-29T22:16:14+09:00,10f3534f-7a40-4e43-8cff-75da65d4a79a,False,True
goal,True,com.kmong.kmong,3.3.5,SM-G935S,samsung,Android7.0,e825b154-a840-454c-b5ea-8a11cea6e458,stranger,google,mweb-app-install,cpc,,search.view,,2018-09-29T22:16:15+09:00,00759c1b-647c-49e5-88e3-83fa2ae31ff4,True,True
goal,False,com.kmong.kmong,3.3.5,SM-G925S,samsung,Android7.0,532d5349-7e04-47d8-b9ae-0e3598e6da4c,unattributed,unattributed,,,,home.view,,2018-09-29T22:16:15+09:00,0daac651-ae88-49e5-9c26-d59e33c17e4f,False,True
launch,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS12.0,33B290E0-DAAF-4812-BDB2-E3BD9B4A9456,unattributed,unattributed,,,,,,2018-09-29T22:16:16+09:00,0b76d987-f8c1-451d-9704-839b34d4f216,False,False
goal,False,com.kmong.kmong,3.3.5,SM-G965N,samsung,Android8.0.0,5b6d4414-42b2-4c63-b9b9-937f2825e7a2,viral,WEB,,,,inbox.view,,2018-09-29T22:16:16+09:00,04e9a03c-647e-42a7-8740-a8527b60137b,False,True
goal,True,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4,6BCB5DEC-43B3-4E99-84B8-9D0CE9333EC4,unattributed,unattributed,,,,gig_detail.view,101.0,2018-09-29T22:16:16+09:00,ac1ca96e-de0b-458a-bd29-ff158688e1d8,False,True
goal,False,com.kmong.kmong,3.3.5,SM-G930S,samsung,Android8.0.0,d86a9114-20de-45ee-b3db-11a60feb3f6e,unattributed,unattributed,,,,inbox.view,,2018-09-29T22:16:16+09:00,7b27ce71-77ef-4eb1-b102-bcffbda5646b,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,84519E30-7703-44FC-A727-A0FAFFC3E858,unattributed,unattributed,,,,inbox_detail.view,,2018-09-29T22:16:16+09:00,2aa857fd-8014-4d49-9a78-890044026730,False,True
background,,com.kmong.iOS,4.0.4,iPhone,Apple,iOS12.0,E648DCF1-1C92-42DA-8DDD-1099A65DDED6,,,,,,,,2018-09-29T22:16:17+09:00,7abfc5c3-76f1-4d68-8ec4-5b5af5ce4989,,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS12.0,7974CF71-6A6C-425B-B8E6-A6363CF46503,unattributed,unattributed,,,,buyer_order_history.view,,2018-09-29T22:16:17+09:00,7b8c10ef-cac3-46c2-aebb-277ac6c23a38,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,C20A3CEC-5675-4EBA-B96A-8D70834FBAC2,viral,WEB,,,,buyer_order_track.view,,2018-09-29T22:16:17+09:00,8ab60d19-55d6-488e-9317-d90417ba034e,False,True
background,,com.kmong.kmong,3.3.5,SM-G960N,samsung,Android8.0.0,05643374-8c3f-456d-85af-e5c353fb29f7,,,,,,,,2018-09-29T22:16:18+09:00,684471de-c5e6-4e15-8c2c-a084bdd4816b,,True
goal,True,com.kmong.kmong,3.3.5,LGM-V300S,LGE,Android8.0.0,58ceddfb-fe07-42d9-9b67-87388eb49152,paid,google.adwords,1431863900,,,gig_detail.view,210.0,2018-09-29T22:16:18+09:00,76cee14c-f994-4246-951a-61d4f1687539,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,9A327570-9AAE-4E76-8F7E-D7410697D5D0,unattributed,unattributed,,,,menu.view,,2018-09-29T22:16:18+09:00,8fe135e9-637c-4416-bc10-26e8474bc585,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS12.0,33B290E0-DAAF-4812-BDB2-E3BD9B4A9456,unattributed,unattributed,,,,buyer_order_track.view,,2018-09-29T22:16:18+09:00,b5094322-eb10-4f52-9fd5-e56ce2080ba8,False,True
goal,False,com.kmong.kmong,3.3.5,SM-G965N,samsung,Android8.0.0,5b6d4414-42b2-4c63-b9b9-937f2825e7a2,viral,WEB,,,,inbox_detail.view,,2018-09-29T22:16:18+09:00,c4c28755-4b0b-40f6-abc9-86357e030edb,False,True
foreground,,com.kmong.iOS,4.0.4,iPhone,Apple,iOS12.0,E648DCF1-1C92-42DA-8DDD-1099A65DDED6,,,,,,,,2018-09-29T22:16:19+09:00,c74c0c3e-6a9c-4e66-b557-f31262fc411e,,True
background,,com.kmong.iOS,4.0.4,iPhone,Apple,iOS12.0,7974CF71-6A6C-425B-B8E6-A6363CF46503,,,,,,,,2018-09-29T22:16:19+09:00,4a49f861-9521-494d-9008-50e6061e004a,,True
goal,False,com.kmong.kmong,3.3.5,SM-G965N,samsung,Android8.0.0,5b6d4414-42b2-4c63-b9b9-937f2825e7a2,viral,WEB,,,,inbox.view,,2018-09-29T22:16:20+09:00,80b41db8-e86b-49af-bdc3-ef327f3591e9,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,8D10A55E-4285-4B05-91D3-3231DDD3035D,unattributed,unattributed,,,,search_gig.view,,2018-09-29T22:16:20+09:00,2caf5fcf-0561-4d78-aeed-f8e16ae3e343,False,True
goal,True,com.kmong.kmong,3.3.5,LM-Q725S,LGE,Android8.1.0,3f3096f3-b378-4ac1-b589-261a62999e45,paid,google.adwords,1431863900,,,gig_detail.view,120.0,2018-09-29T22:16:21+09:00,6541f628-e812-473f-ab43-f2b68c9a83c3,False,True
goal,False,com.kmong.kmong,3.3.3,SM-G955N,samsung,Android8.0.0,14217992-f02e-44bb-9f40-8c7bad8c3c8f,unattributed,unattributed,,,,inbox_detail.view,,2018-09-29T22:16:21+09:00,91b24dc1-45c1-488b-b4cf-8c8530c38900,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS12.0,33B290E0-DAAF-4812-BDB2-E3BD9B4A9456,unattributed,unattributed,,,,seller_selling_history.view,,2018-09-29T22:16:22+09:00,c23a4181-58a3-4292-8cd9-7336b76647b2,False,True
goal,False,com.kmong.kmong,3.3.5,SM-G925S,samsung,Android7.0,532d5349-7e04-47d8-b9ae-0e3598e6da4c,unattributed,unattributed,,,,menu.view,,2018-09-29T22:16:22+09:00,d0a6132e-e55a-41a4-b3eb-b6f2d734f0cf,False,True
goal,True,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,9A327570-9AAE-4E76-8F7E-D7410697D5D0,unattributed,unattributed,,,,seller_selling_history.view,,2018-09-29T22:16:22+09:00,0bed25d3-dee1-4910-8762-36f2f18b4e55,True,True
goal,False,com.kmong.kmong,3.3.5,SM-G965N,samsung,Android8.0.0,5b6d4414-42b2-4c63-b9b9-937f2825e7a2,viral,WEB,,,,inbox_detail.view,,2018-09-29T22:16:23+09:00,8a5a9edf-1ca1-413d-a2b9-9585cd54c79e,False,True
background,,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,706D0733-AA0C-4514-9C05-59D8C65C5DE4,,,,,,,,2018-09-29T22:16:23+09:00,fcbb0dd5-43a8-405c-983b-42465543a993,,True
goal,False,com.kmong.kmong,3.3.5,SM-G935S,samsung,Android7.0,e825b154-a840-454c-b5ea-8a11cea6e458,stranger,google,mweb-app-install,cpc,,search.view,,2018-09-29T22:16:23+09:00,247b5e0b-6250-4b0c-a055-42fe4a04b0ad,False,True
goal,True,com.kmong.kmong,3.3.5,SM-G935S,samsung,Android7.0,e825b154-a840-454c-b5ea-8a11cea6e458,stranger,google,mweb-app-install,cpc,,search_gig.view,,2018-09-29T22:16:23+09:00,8a3b3b21-824e-409d-9517-dfc9bc41dc49,True,True
goal,False,com.kmong.kmong,3.3.5,SM-G925S,samsung,Android7.0,532d5349-7e04-47d8-b9ae-0e3598e6da4c,unattributed,unattributed,,,,home.view,,2018-09-29T22:16:23+09:00,cab4b947-451c-420c-b418-c8d6a9e32e32,False,True
goal,False,com.kmong.kmong,3.3.5,SM-G925S,samsung,Android7.0,532d5349-7e04-47d8-b9ae-0e3598e6da4c,unattributed,unattributed,,,,menu.view,,2018-09-29T22:16:23+09:00,883ba419-6809-452d-be7a-b5da91bb29fe,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,9A327570-9AAE-4E76-8F7E-D7410697D5D0,unattributed,unattributed,,,,menu.view,,2018-09-29T22:16:24+09:00,e8e3461e-620b-4966-b8af-a8619d1a1067,False,True
goal,False,com.kmong.kmong,3.3.5,SM-G965N,samsung,Android8.0.0,5b6d4414-42b2-4c63-b9b9-937f2825e7a2,viral,WEB,,,,inbox.view,,2018-09-29T22:16:24+09:00,cd891b73-d50a-4c92-93b1-5ac5b39c9a3a,False,True
goal,True,com.kmong.iOS,4.0.4,iPhone,Apple,iOS12.0,E648DCF1-1C92-42DA-8DDD-1099A65DDED6,viral,WEB,,,,home.view,,2018-09-29T22:16:24+09:00,e9a7fb81-4beb-42de-945e-f48e2b3b9a8b,True,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,8E9CC885-49E0-459F-A016-6DB809E697A1,unattributed,unattributed,,,,menu.view,,2018-09-29T22:16:24+09:00,159dd095-4c78-413f-a88c-11a2bdfbc85a,False,True
exit,,com.kmong.kmong,3.3.5,SM-G925S,samsung,Android7.0,532d5349-7e04-47d8-b9ae-0e3598e6da4c,,,,,,,,2018-09-29T22:16:24+09:00,e7af43e9-d8ae-4c04-8881-688d7096484e,,True
background,,com.kmong.kmong,3.3.5,SM-G925S,samsung,Android7.0,532d5349-7e04-47d8-b9ae-0e3598e6da4c,,,,,,,,2018-09-29T22:16:25+09:00,6446f93d-9d93-4249-b048-9c072ed98f2a,,True
goal,True,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,31C36FB3-CFF5-4CA3-A4E7-D41798F1F983,unattributed,unattributed,,,,gig_detail.view,20304.0,2018-09-29T22:16:26+09:00,5f7e9157-5daa-43cf-a1ce-43c0b02547ea,False,True
background,,com.kmong.kmong,3.3.5,SM-G935S,samsung,Android8.0.0,41928735-1195-4685-9c29-a777fd83f388,,,,,,,,2018-09-29T22:16:26+09:00,44fd181c-23e1-4041-abad-22f07b53c355,,True
goal,False,com.kmong.kmong,3.3.5,SM-G965N,samsung,Android8.0.0,5b6d4414-42b2-4c63-b9b9-937f2825e7a2,viral,WEB,,,,inbox_detail.view,,2018-09-29T22:16:26+09:00,76fd8298-bd66-417d-842a-305825e0742f,False,True
goal,True,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,31C36FB3-CFF5-4CA3-A4E7-D41798F1F983,unattributed,unattributed,,,,gig_detail.view,20304.0,2018-09-29T22:16:27+09:00,f8365cbd-f632-4b2a-ad34-8ff1e3527202,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,C20A3CEC-5675-4EBA-B96A-8D70834FBAC2,viral,WEB,,,,inbox_detail.view,,2018-09-29T22:16:27+09:00,59fe59eb-97a1-4978-8d42-120ec9056189,False,True
goal,False,com.kmong.kmong,3.3.5,SM-G960N,samsung,Android8.0.0,05643374-8c3f-456d-85af-e5c353fb29f7,app-market,google-play,,organic,,buyer_order_track.view,,2018-09-29T22:16:27+09:00,687e99d2-c465-40ae-a6cb-7c4156f8ecac,False,True
foreground,,com.kmong.kmong,3.3.5,SM-G960N,samsung,Android8.0.0,05643374-8c3f-456d-85af-e5c353fb29f7,,,,,,,,2018-09-29T22:16:27+09:00,0ba14187-799b-4863-bd38-7471595c53be,,True
background,,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,8E9CC885-49E0-459F-A016-6DB809E697A1,,,,,,,,2018-09-29T22:16:27+09:00,34d3e045-fa22-42a2-945e-11ef39065645,,True
goal,False,com.kmong.kmong,3.3.5,SM-G930S,samsung,Android8.0.0,d86a9114-20de-45ee-b3db-11a60feb3f6e,unattributed,unattributed,,,,inbox_detail.view,,2018-09-29T22:16:28+09:00,4185278f-00f0-457e-8f73-d23869702dd1,False,True
goal,True,com.kmong.iOS,4.0.4,iPhone,Apple,iOS12.0,E648DCF1-1C92-42DA-8DDD-1099A65DDED6,viral,WEB,,,,category_gig.view,1.0,2018-09-29T22:16:29+09:00,3cacb522-e6c1-44fa-8c3b-cefd55cbf16a,True,True
goal,False,com.kmong.kmong,3.3.5,SM-G965N,samsung,Android8.0.0,5b6d4414-42b2-4c63-b9b9-937f2825e7a2,viral,WEB,,,,inbox.view,,2018-09-29T22:16:30+09:00,810af16b-14b2-4edd-b627-ea1fc3068ec4,False,True
launch,False,com.kmong.kmong,3.3.5,SM-G930K,samsung,Android8.0.0,f83aabe0-80b7-4dd6-8953-5fadd3bc67ec,unattributed,unattributed,,,,,,2018-09-29T22:16:30+09:00,e3c82537-3781-4009-8880-19ab9f8620c6,False,False
