eventcategory,isfirstactivity,apppackagename,appversion,devicetype,devicemanufacturer,osversion,canonicaldeviceuuid,sourcetype,channel,params_campaign,params_medium,params_term,inappeventcategory,inappeventlabel,eventdatetime,rowuuid,isfirstgoalactivity,event_rank
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,A994DA2E-F2EB-4532-A862-E3CD8992F35B,unattributed,unattributed,,,,category_gig.view,10.0,2018-09-29T06:23:07+09:00,b28f59a8-b783-495c-8f6e-b44592d5a26c,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,6FCE90DC-952F-4CE7-9834-E8193339F605,unattributed,unattributed,,,,category_gig.view,10.0,2018-09-29T06:23:08+09:00,10d59514-f6bb-4a99-9294-b7c83ae2512e,False,True
goal,True,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,6FCE90DC-952F-4CE7-9834-E8193339F605,unattributed,unattributed,,,,gig_detail.view,1003.0,2018-09-29T06:23:12+09:00,a3cb0c25-084b-4f96-b0e1-63433a913c50,False,True
goal,True,com.kmong.kmong,3.3.5,SM-A810S,samsung,Android7.0,497fb078-b7ca-4f29-a697-8733764da821,unattributed,unattributed,,,,gig_detail.view,40604.0,2018-09-29T06:23:15+09:00,774067ad-cc37-4070-85fb-8342af220d7f,False,True
background,,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,A994DA2E-F2EB-4532-A862-E3CD8992F35B,,,,,,,,2018-09-29T06:23:15+09:00,0f47df60-ac73-45f4-ac6f-f320621a37f6,,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,EC6C1395-E594-46F7-B399-F58141A3AF81,unattributed,unattributed,,,,home.view,,2018-09-29T06:23:18+09:00,13a06c50-ddd8-4a85-8f11-32b2b477ee5f,False,True
goal,True,com.kmong.kmong,3.3.5,SM-G935S,samsung,Android8.0.0,137f7a66-f383-42da-b3e3-56b10b231817,stranger,google,mweb-app-install,cpc,,gig_detail.view,1024.0,2018-09-29T06:23:20+09:00,9424bd5c-7e57-4d08-9052-c04ebf78d889,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,6FCE90DC-952F-4CE7-9834-E8193339F605,unattributed,unattributed,,,,category_gig.view,10.0,2018-09-29T06:23:22+09:00,1d800c46-1e90-4973-8586-2e2581fb3ebb,False,True
goal,False,com.kmong.kmong,3.3.5,SM-G935S,samsung,Android8.0.0,137f7a66-f383-42da-b3e3-56b10b231817,stranger,google,mweb-app-install,cpc,,category_gig.view,10.0,2018-09-29T06:23:30+09:00,cbaa09a6-d9db-4d40-bbfd-01d6aa398fc4,False,True
launch,False,com.kmong.kmong,3.3.5,SM-G928S,samsung,Android7.0,875592a1-fdf2-4c21-9aa9-147713137956,unattributed,unattributed,,,,,,2018-09-29T06:23:32+09:00,d46e0787-2d9a-4041-bc5f-95280d8c6be2,False,False
goal,False,com.kmong.kmong,3.3.5,SM-A810S,samsung,Android7.0,497fb078-b7ca-4f29-a697-8733764da821,unattributed,unattributed,,,,search.view,,2018-09-29T06:23:33+09:00,d60b0a30-ce76-4fa8-b471-3763b28df126,False,True
goal,False,com.kmong.kmong,3.3.5,SM-A810S,samsung,Android7.0,497fb078-b7ca-4f29-a697-8733764da821,unattributed,unattributed,,,,search_gig.view,,2018-09-29T06:23:33+09:00,a189f76d-5148-47ea-97d3-34518689bd1c,False,True
goal,False,com.kmong.kmong,3.3.5,SM-G928S,samsung,Android7.0,875592a1-fdf2-4c21-9aa9-147713137956,unattributed,unattributed,,,,home.view,,2018-09-29T06:23:34+09:00,719d568d-1cee-4e03-a620-f5870ec948b5,False,True
goal,True,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,6FCE90DC-952F-4CE7-9834-E8193339F605,unattributed,unattributed,,,,gig_detail.view,1003.0,2018-09-29T06:23:35+09:00,77a26bb9-4efc-437d-9000-160d1353035b,False,True
goal,True,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,6FCE90DC-952F-4CE7-9834-E8193339F605,unattributed,unattributed,,,,gig_detail.view,1003.0,2018-09-29T06:23:36+09:00,84f05b82-6b88-486e-a099-8fe9fd8d9c76,False,True
goal,True,com.kmong.kmong,3.3.5,SM-A810S,samsung,Android7.0,497fb078-b7ca-4f29-a697-8733764da821,unattributed,unattributed,,,,gig_detail.view,220.0,2018-09-29T06:23:38+09:00,9dac7c33-98cd-4f86-be4e-3bfc4fb49571,False,True
background,,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,EC6C1395-E594-46F7-B399-F58141A3AF81,,,,,,,,2018-09-29T06:23:43+09:00,7226d0c6-d957-4d81-9528-4bd2fed3eac5,,True
goal,True,com.kmong.kmong,3.3.5,SM-G935S,samsung,Android8.0.0,137f7a66-f383-42da-b3e3-56b10b231817,stranger,google,mweb-app-install,cpc,,gig_detail.view,1008.0,2018-09-29T06:23:47+09:00,b7980711-854b-42f5-b8c2-88f343b7171f,False,True
goal,False,com.kmong.kmong,3.3.5,SM-G935S,samsung,Android8.0.0,137f7a66-f383-42da-b3e3-56b10b231817,stranger,google,mweb-app-install,cpc,,category_gig.view,10.0,2018-09-29T06:23:49+09:00,db6cc2bb-c028-4578-8b95-f81dc93bdae5,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,6FCE90DC-952F-4CE7-9834-E8193339F605,unattributed,unattributed,,,,category_gig.view,10.0,2018-09-29T06:24:05+09:00,07fa682c-ccbc-4af4-8c3b-afdb29fef672,False,True
goal,False,com.kmong.kmong,3.3.5,SM-N960N,samsung,Android8.1.0,3d76d6fb-9ae5-446b-8449-97098d9ca628,app-market,google-play,,organic,,tutorial.view,,2018-09-29T06:24:10+09:00,a4fd76b4-8acc-4822-997f-4c8c3d2d639e,False,True
goal,False,com.kmong.kmong,3.3.5,SM-N960N,samsung,Android8.1.0,3d76d6fb-9ae5-446b-8449-97098d9ca628,app-market,google-play,,organic,,tutorial.view,,2018-09-29T06:24:11+09:00,29bd7e63-5c75-44cf-a054-5dbed25c789a,False,True
goal,False,com.kmong.kmong,3.3.5,IM-100S,PANTECH,Android6.0.1,ada0bf33-ac75-4fb9-a85f-9bac02d6a783,unattributed,unattributed,,,,category_gig.view,412.0,2018-09-29T06:24:12+09:00,55e67e9b-25b5-43cf-8de5-172e135f73e4,False,True
goal,True,com.kmong.kmong,3.3.5,SM-N960N,samsung,Android8.1.0,3d76d6fb-9ae5-446b-8449-97098d9ca628,app-market,google-play,,organic,,home.view,,2018-09-29T06:24:13+09:00,5b2c6b5f-f8b3-4e08-85b0-6eb5c57ec507,True,True
goal,True,com.kmong.kmong,3.3.5,SM-N960N,samsung,Android8.1.0,3d76d6fb-9ae5-446b-8449-97098d9ca628,app-market,google-play,,organic,,search.view,,2018-09-29T06:24:14+09:00,cc5daf70-3a32-4e69-97a0-a7550e70742c,True,True
goal,False,com.kmong.kmong,3.3.5,SM-N960N,samsung,Android8.1.0,3d76d6fb-9ae5-446b-8449-97098d9ca628,app-market,google-play,,organic,,home.view,,2018-09-29T06:24:16+09:00,97428515-b607-4c00-a95f-9d5d3a270ae6,False,True
goal,True,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,6FCE90DC-952F-4CE7-9834-E8193339F605,unattributed,unattributed,,,,gig_detail.view,1003.0,2018-09-29T06:24:19+09:00,3694abb3-e267-4d2c-bdcf-613b61e50b49,False,True
goal,False,com.kmong.kmong,3.3.5,SM-A810S,samsung,Android7.0,497fb078-b7ca-4f29-a697-8733764da821,unattributed,unattributed,,,,search.view,,2018-09-29T06:24:20+09:00,d2085e1b-f961-4916-a02b-254ecfca4cc0,False,True
goal,False,com.kmong.kmong,3.3.5,SM-A810S,samsung,Android7.0,497fb078-b7ca-4f29-a697-8733764da821,unattributed,unattributed,,,,search_gig.view,,2018-09-29T06:24:21+09:00,a2a89719-9cdd-4277-a583-8e52907f27b5,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,6FCE90DC-952F-4CE7-9834-E8193339F605,unattributed,unattributed,,,,category_gig.view,10.0,2018-09-29T06:24:23+09:00,dab8fcac-068c-454f-b288-9a9e2429fa12,False,True
goal,False,com.kmong.kmong,3.3.5,IM-100S,PANTECH,Android6.0.1,ada0bf33-ac75-4fb9-a85f-9bac02d6a783,unattributed,unattributed,,,,gig_detail.view,41201.0,2018-09-29T06:24:24+09:00,bdc5b8ee-d347-4375-bf6e-7e2803bdd7a0,False,True
launch,False,com.kmong.iOS,4.0.3,iPhone,Apple,iOS11.1.2,0674DE7A-13B0-4896-AA0D-6FFFC90EE6AF,unattributed,unattributed,,,,,,2018-09-29T06:24:25+09:00,5381a9e2-ef32-489b-93bc-b5525fd7b636,False,False
goal,False,com.kmong.iOS,4.0.3,iPhone,Apple,iOS11.1.2,0674DE7A-13B0-4896-AA0D-6FFFC90EE6AF,unattributed,unattributed,,,,inbox.view,,2018-09-29T06:24:26+09:00,a5f7772b-68a9-484e-ae12-6221924e1f9b,False,True
goal,False,com.kmong.iOS,4.0.3,iPhone,Apple,iOS11.1.2,0674DE7A-13B0-4896-AA0D-6FFFC90EE6AF,unattributed,unattributed,,,,bookmarks_gig.view,,2018-09-29T06:24:28+09:00,b5d78587-9a1d-43e2-9f60-2498666b72d3,False,True
goal,False,com.kmong.iOS,4.0.3,iPhone,Apple,iOS11.1.2,0674DE7A-13B0-4896-AA0D-6FFFC90EE6AF,unattributed,unattributed,,,,menu.view,,2018-09-29T06:24:29+09:00,9b76a882-e7de-4830-a80a-8c2b9b4e988e,False,True
background,,com.kmong.iOS,4.0.3,iPhone,Apple,iOS11.1.2,0674DE7A-13B0-4896-AA0D-6FFFC90EE6AF,,,,,,,,2018-09-29T06:24:30+09:00,fe0509b5-5c8e-49b1-b41b-6817fa3e01f7,,True
goal,True,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,6FCE90DC-952F-4CE7-9834-E8193339F605,unattributed,unattributed,,,,gig_detail.view,1003.0,2018-09-29T06:24:33+09:00,8463518a-c8c6-434b-b88b-4c9625167133,False,True
launch,False,com.kmong.kmong,3.3.5,LG-F800L,LGE,Android7.0,3499f6c8-0007-4c08-8785-c04edca8ac24,unattributed,unattributed,,,,,,2018-09-29T06:24:43+09:00,9125b743-6437-40d8-a35e-35b41f431334,False,False
goal,False,com.kmong.kmong,3.3.5,LG-F800L,LGE,Android7.0,3499f6c8-0007-4c08-8785-c04edca8ac24,unattributed,unattributed,,,,buyer_order_track.view,,2018-09-29T06:24:43+09:00,b2b5a975-31b3-4b57-8ad8-ab3e97a76aa5,False,True
goal,True,com.kmong.kmong,3.3.5,SM-A810S,samsung,Android7.0,497fb078-b7ca-4f29-a697-8733764da821,unattributed,unattributed,,,,gig_detail.view,215.0,2018-09-29T06:24:46+09:00,64e638aa-e2fe-4a1b-b910-147998e53419,False,True
background,,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.3.1,BDD1021A-3C6D-4659-8E28-468E22809695,,,,,,,,2018-09-29T06:24:52+09:00,33982286-32d0-4c7f-8ce4-26d6738766e3,,True
launch,False,com.kmong.iOS,4.0.2,iPhone,Apple,iOS11.4.1,5F643D64-F045-442B-95F4-559DADCE4650,unattributed,unattributed,,,,,,2018-09-29T06:24:52+09:00,f620eea4-1039-49f6-8b1c-21c74d758a2b,False,False
goal,True,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,6FCE90DC-952F-4CE7-9834-E8193339F605,unattributed,unattributed,,,,profile.click,,2018-09-29T06:24:53+09:00,99571e44-bf18-4082-92cf-dcf4d3fe0b97,True,True
goal,True,com.kmong.kmong,3.3.5,SM-G935S,samsung,Android8.0.0,137f7a66-f383-42da-b3e3-56b10b231817,stranger,google,mweb-app-install,cpc,,gig_detail.view,1007.0,2018-09-29T06:24:57+09:00,76685e0f-5b41-43c2-a768-68c9767716a0,False,True
launch,True,com.kmong.kmong,3.3.5,SM-G955N,samsung,Android8.0.0,02594335-fdc4-4836-8b23-33604b23848c,unattributed,unattributed,,,,,,2018-09-29T06:24:57+09:00,711e5454-1dea-45b1-b60d-2eecb1398f02,False,False
launch,False,com.kmong.kmong,3.3.5,SM-N920K,samsung,Android7.0,b4175695-4773-41e9-ab09-26de5cf11ccb,unattributed,unattributed,,,,category_gig.view,2.0,2018-09-29T06:24:57+09:00,8ab10410-44b5-40b8-803c-f2e8192df7d8,False,True
goal,False,com.kmong.kmong,3.3.5,SM-N920K,samsung,Android7.0,b4175695-4773-41e9-ab09-26de5cf11ccb,unattributed,unattributed,,,,home.view,,2018-09-29T06:24:58+09:00,fa9dec2c-2450-48c2-b3c8-36707bdf7bd5,False,True
goal,False,com.kmong.iOS,4.0.2,iPhone,Apple,iOS11.4.1,5F643D64-F045-442B-95F4-559DADCE4650,unattributed,unattributed,,,,buyer_order_track.view,,2018-09-29T06:24:59+09:00,c9fa0c16-fc6b-4249-bf01-869632af2301,False,True
background,,com.kmong.kmong,3.3.5,SM-N920K,samsung,Android7.0,b4175695-4773-41e9-ab09-26de5cf11ccb,,,,,,,,2018-09-29T06:25:00+09:00,60142fea-e82f-4052-aaea-d7e3b8f8d297,,True
exit,,com.kmong.kmong,3.3.5,SM-N920K,samsung,Android7.0,b4175695-4773-41e9-ab09-26de5cf11ccb,,,,,,,,2018-09-29T06:25:00+09:00,0531f132-b0e8-4e16-bf7c-82506dc70944,,True
goal,False,com.kmong.kmong,3.3.5,SM-G955N,samsung,Android8.0.0,02594335-fdc4-4836-8b23-33604b23848c,unattributed,unattributed,,,,home.view,,2018-09-29T06:25:00+09:00,391d62d4-f451-4364-9280-a7928051c863,False,True
goal,False,com.kmong.kmong,3.3.5,SM-G955N,samsung,Android8.0.0,02594335-fdc4-4836-8b23-33604b23848c,unattributed,unattributed,,,,category_gig.view,10.0,2018-09-29T06:25:00+09:00,7f0ba2e6-e357-4add-846d-2a21e20026ee,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,6FCE90DC-952F-4CE7-9834-E8193339F605,unattributed,unattributed,,,,gig_detail.view,1003.0,2018-09-29T06:25:01+09:00,867e252c-12af-44ba-b80a-0f83dd3755b8,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,6FCE90DC-952F-4CE7-9834-E8193339F605,unattributed,unattributed,,,,category_gig.view,10.0,2018-09-29T06:25:02+09:00,20e3a9cc-6d52-4a6d-a5fb-3f46842fc807,False,True
goal,False,com.kmong.kmong,3.3.5,SM-G935S,samsung,Android8.0.0,137f7a66-f383-42da-b3e3-56b10b231817,stranger,google,mweb-app-install,cpc,,category_gig.view,10.0,2018-09-29T06:25:02+09:00,13b7a7ba-eab3-408b-bc6d-0a11df5d1380,False,True
goal,True,com.kmong.kmong,3.3.5,SM-G955N,samsung,Android8.0.0,02594335-fdc4-4836-8b23-33604b23848c,unattributed,unattributed,,,,category_gig.view,1001.0,2018-09-29T06:25:05+09:00,3d439efe-3ae9-454b-8631-97debd91d83b,False,True
goal,False,com.kmong.kmong,3.3.5,LG-F800L,LGE,Android7.0,3499f6c8-0007-4c08-8785-c04edca8ac24,unattributed,unattributed,,,,home.view,,2018-09-29T06:25:07+09:00,6c9249c6-cb47-4789-a054-9cb779145136,False,True
goal,False,com.kmong.iOS,4.0.2,iPhone,Apple,iOS11.4.1,5F643D64-F045-442B-95F4-559DADCE4650,unattributed,unattributed,,,,kmongNotification.view,,2018-09-29T06:25:10+09:00,759602af-1e19-46c1-b256-6521368939f4,False,True
goal,False,com.kmong.iOS,4.0.2,iPhone,Apple,iOS11.4.1,5F643D64-F045-442B-95F4-559DADCE4650,unattributed,unattributed,,,,notification.view,,2018-09-29T06:25:10+09:00,93be6e62-9782-418d-be6b-37aeb26dd0fe,False,True
exit,,com.kmong.kmong,3.3.5,LG-F800L,LGE,Android7.0,3499f6c8-0007-4c08-8785-c04edca8ac24,,,,,,,,2018-09-29T06:25:10+09:00,8f06a809-f16f-4411-95f4-29239ad088cd,,True
background,,com.kmong.kmong,3.3.5,LG-F800L,LGE,Android7.0,3499f6c8-0007-4c08-8785-c04edca8ac24,,,,,,,,2018-09-29T06:25:10+09:00,66e9d6f4-d621-4513-82ea-ffb43b281fac,,True
goal,False,com.kmong.iOS,4.0.2,iPhone,Apple,iOS11.4.1,5F643D64-F045-442B-95F4-559DADCE4650,unattributed,unattributed,,,,buyer_order_track.view,,2018-09-29T06:25:13+09:00,a95d29e8-819c-4b8d-9819-5285be4931cc,False,True
goal,False,com.kmong.iOS,4.0.2,iPhone,Apple,iOS11.4.1,5F643D64-F045-442B-95F4-559DADCE4650,unattributed,unattributed,,,,notification.view,,2018-09-29T06:25:14+09:00,3a4147c2-27b2-41a5-94d2-9dd68d6e8552,False,True
goal,True,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,6FCE90DC-952F-4CE7-9834-E8193339F605,unattributed,unattributed,,,,gig_detail.view,1003.0,2018-09-29T06:25:14+09:00,0925b09b-3600-4b29-88bb-de03b1703df3,False,True
goal,False,com.kmong.iOS,4.0.2,iPhone,Apple,iOS11.4.1,5F643D64-F045-442B-95F4-559DADCE4650,unattributed,unattributed,,,,kmongNotification.view,,2018-09-29T06:25:14+09:00,0eaaddda-8cad-4781-9482-cfa1d5182075,False,True
goal,False,com.kmong.iOS,4.0.2,iPhone,Apple,iOS11.4.1,5F643D64-F045-442B-95F4-559DADCE4650,unattributed,unattributed,,,,buyer_order_track.view,,2018-09-29T06:25:15+09:00,47c810c0-cfde-4bb7-a467-301e8e978f49,False,True
launch,False,com.kmong.iOS,4.0.3,iPhone,Apple,iOS11.4,374C75AB-F0A3-4F9E-B1E2-5B9BA61C3A32,unattributed,unattributed,,,,,,2018-09-29T06:25:17+09:00,5720189c-8662-472e-aabe-50eee077ebdb,False,False
goal,False,com.kmong.iOS,4.0.3,iPhone,Apple,iOS11.4,374C75AB-F0A3-4F9E-B1E2-5B9BA61C3A32,unattributed,unattributed,,,,home.view,,2018-09-29T06:25:18+09:00,080d116b-da2c-492c-9111-72d37af29ff0,False,True
goal,True,com.kmong.kmong,3.3.5,SM-G955N,samsung,Android8.0.0,02594335-fdc4-4836-8b23-33604b23848c,unattributed,unattributed,,,,category_gig.view,1025.0,2018-09-29T06:25:19+09:00,e8a3177e-8ee0-4231-b3ec-900161920e84,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,6FCE90DC-952F-4CE7-9834-E8193339F605,unattributed,unattributed,,,,category_gig.view,10.0,2018-09-29T06:25:21+09:00,6138804d-3cdc-4e4f-b22e-b4d698533121,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,6FCE90DC-952F-4CE7-9834-E8193339F605,unattributed,unattributed,,,,home.view,,2018-09-29T06:25:22+09:00,ce6ef86b-551a-48f2-867c-e96d7aa74169,False,True
goal,True,com.kmong.kmong,3.3.5,SM-G955N,samsung,Android8.0.0,02594335-fdc4-4836-8b23-33604b23848c,unattributed,unattributed,,,,category_gig.view,1003.0,2018-09-29T06:25:24+09:00,39f4b771-fab6-413b-8f78-0a49004adfb9,False,True
goal,True,com.kmong.kmong,3.3.5,SM-G935S,samsung,Android8.0.0,137f7a66-f383-42da-b3e3-56b10b231817,stranger,google,mweb-app-install,cpc,,category_gig.view,1026.0,2018-09-29T06:25:25+09:00,b11c3df9-b5dd-45eb-b592-a8589108b6cf,False,True
goal,False,com.kmong.iOS,4.0.2,iPhone,Apple,iOS11.4.1,5F643D64-F045-442B-95F4-559DADCE4650,unattributed,unattributed,,,,kmongNotification.view,,2018-09-29T06:25:26+09:00,cc4d4d52-3d65-4871-9f57-4a00338886d5,False,True
goal,False,com.kmong.iOS,4.0.2,iPhone,Apple,iOS11.4.1,5F643D64-F045-442B-95F4-559DADCE4650,unattributed,unattributed,,,,notification.view,,2018-09-29T06:25:26+09:00,fe181f83-ceb4-4d35-8371-ca99456e5f1a,False,True
background,,com.kmong.iOS,4.0.2,iPhone,Apple,iOS11.4.1,5F643D64-F045-442B-95F4-559DADCE4650,,,,,,,,2018-09-29T06:25:29+09:00,988c30d8-0f38-4c05-a97b-39bcbbb6e679,,True
foreground,,com.kmong.iOS,4.0.2,iPhone,Apple,iOS11.4.1,5F643D64-F045-442B-95F4-559DADCE4650,,,,,,,,2018-09-29T06:25:30+09:00,01a3d0b9-4980-4188-8648-7e682e523114,,True
goal,True,com.kmong.kmong,3.3.5,SM-G935S,samsung,Android8.0.0,137f7a66-f383-42da-b3e3-56b10b231817,stranger,google,mweb-app-install,cpc,,gig_detail.view,1026.0,2018-09-29T06:25:31+09:00,a47bc308-86bf-46b7-99ba-e8baef3086c2,False,True
goal,False,com.kmong.iOS,4.0.2,iPhone,Apple,iOS11.4.1,5F643D64-F045-442B-95F4-559DADCE4650,unattributed,unattributed,,,,buyer_order_track.view,,2018-09-29T06:25:32+09:00,f51ca41d-5a98-4f97-8e41-3c3e4f5f41e2,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,6FCE90DC-952F-4CE7-9834-E8193339F605,unattributed,unattributed,,,,category_gig.view,10.0,2018-09-29T06:25:32+09:00,f9383cfd-13d9-45a3-8f1a-35366cea494b,False,True
goal,False,com.kmong.iOS,4.0.3,iPhone,Apple,iOS11.4,374C75AB-F0A3-4F9E-B1E2-5B9BA61C3A32,unattributed,unattributed,,,,home.view,,2018-09-29T06:25:36+09:00,6c7960dd-b57a-46ea-960a-14b7f28590b4,False,True
goal,False,com.kmong.iOS,4.0.3,iPhone,Apple,iOS11.4,374C75AB-F0A3-4F9E-B1E2-5B9BA61C3A32,unattributed,unattributed,,,,inbox.view,,2018-09-29T06:25:37+09:00,cc8f5c0f-8a34-449e-8082-0c592fec59cc,False,True
background,,com.kmong.iOS,4.0.2,iPhone,Apple,iOS11.4.1,5F643D64-F045-442B-95F4-559DADCE4650,,,,,,,,2018-09-29T06:25:37+09:00,06e759e5-7bc3-4da4-878b-bde6e1a4b43c,,True
background,,com.kmong.kmong,3.3.5,SM-N960N,samsung,Android8.1.0,3d76d6fb-9ae5-446b-8449-97098d9ca628,,,,,,,,2018-09-29T06:25:39+09:00,bd50b5b4-e582-46f7-ae8e-5b37dcbdd563,,True
goal,False,com.kmong.iOS,4.0.3,iPhone,Apple,iOS11.4,374C75AB-F0A3-4F9E-B1E2-5B9BA61C3A32,unattributed,unattributed,,,,inbox_detail.view,,2018-09-29T06:25:40+09:00,8a11ecfb-0193-4874-8003-38bddef6bffa,False,True
goal,False,com.kmong.kmong,3.3.5,SM-G935S,samsung,Android8.0.0,137f7a66-f383-42da-b3e3-56b10b231817,stranger,google,mweb-app-install,cpc,,category_gig.view,1026.0,2018-09-29T06:25:41+09:00,9e138465-215b-4a48-b582-6779e51c880c,False,True
goal,False,com.kmong.iOS,4.0.3,iPhone,Apple,iOS11.4,374C75AB-F0A3-4F9E-B1E2-5B9BA61C3A32,unattributed,unattributed,,,,buyer_order_track.view,,2018-09-29T06:25:43+09:00,9089c3ca-a6cc-49a6-b992-655b935c7eaa,False,True
goal,True,com.kmong.kmong,3.3.5,SM-G935S,samsung,Android8.0.0,137f7a66-f383-42da-b3e3-56b10b231817,stranger,google,mweb-app-install,cpc,,gig_detail.view,1026.0,2018-09-29T06:25:45+09:00,c841d42a-fb80-40db-82e6-a06f02389ffc,False,True
goal,True,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,6FCE90DC-952F-4CE7-9834-E8193339F605,unattributed,unattributed,,,,category_gig_filter.view,,2018-09-29T06:25:46+09:00,6cc3e34c-0753-4bd2-b119-1228fa505051,True,True
goal,False,com.kmong.kmong,3.3.5,SM-A810S,samsung,Android7.0,497fb078-b7ca-4f29-a697-8733764da821,unattributed,unattributed,,,,search.view,,2018-09-29T06:25:47+09:00,49dce416-938d-44f5-9213-cfba25dcc88d,False,True
goal,False,com.kmong.kmong,3.3.5,SM-A810S,samsung,Android7.0,497fb078-b7ca-4f29-a697-8733764da821,unattributed,unattributed,,,,search_gig.view,,2018-09-29T06:25:47+09:00,39864075-6a91-4267-90e7-41ac70a20c0f,False,True
goal,False,com.kmong.kmong,3.3.5,SM-G935S,samsung,Android8.0.0,137f7a66-f383-42da-b3e3-56b10b231817,stranger,google,mweb-app-install,cpc,,category_gig.view,1026.0,2018-09-29T06:25:49+09:00,f4503803-7d7d-4a15-bbb6-38343086e173,False,True
goal,True,com.kmong.kmong,3.3.5,SM-G935S,samsung,Android8.0.0,137f7a66-f383-42da-b3e3-56b10b231817,stranger,google,mweb-app-install,cpc,,gig_detail.view,1026.0,2018-09-29T06:25:52+09:00,5fdff098-dac4-49eb-a732-c8ce392a29fc,False,True
goal,False,com.kmong.kmong,3.3.5,SM-G935S,samsung,Android8.0.0,137f7a66-f383-42da-b3e3-56b10b231817,stranger,google,mweb-app-install,cpc,,category_gig.view,1026.0,2018-09-29T06:25:56+09:00,c6115723-aa1d-4eef-8d33-2c247068957b,False,True
goal,True,com.kmong.kmong,3.3.5,SM-G935S,samsung,Android8.0.0,137f7a66-f383-42da-b3e3-56b10b231817,stranger,google,mweb-app-install,cpc,,gig_detail.view,1026.0,2018-09-29T06:25:58+09:00,c9535a48-1843-4765-8f79-7b92f0ef4867,False,True
foreground,,com.kmong.iOS,4.0.3,iPhone,Apple,iOS11.1.2,0674DE7A-13B0-4896-AA0D-6FFFC90EE6AF,,,,,,,,2018-09-29T06:26:00+09:00,cc4ebc5f-99fc-479c-a861-8e75b6eb41e7,,True
goal,False,com.kmong.kmong,3.3.5,SM-G935S,samsung,Android8.0.0,137f7a66-f383-42da-b3e3-56b10b231817,stranger,google,mweb-app-install,cpc,,category_gig.view,1026.0,2018-09-29T06:26:01+09:00,33571953-3455-4c5a-8b60-20a90c26b836,False,True
background,,com.kmong.iOS,4.0.3,iPhone,Apple,iOS11.1.2,0674DE7A-13B0-4896-AA0D-6FFFC90EE6AF,,,,,,,,2018-09-29T06:26:01+09:00,6ce115c7-09d3-4f35-b060-1c9891d22c07,,True
goal,True,com.kmong.kmong,3.3.5,SM-G935S,samsung,Android8.0.0,137f7a66-f383-42da-b3e3-56b10b231817,stranger,google,mweb-app-install,cpc,,gig_detail.view,1026.0,2018-09-29T06:26:05+09:00,a854b9fd-3024-4a00-9521-84db267789f4,False,True
foreground,,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,A994DA2E-F2EB-4532-A862-E3CD8992F35B,,,,,,,,2018-09-29T06:26:08+09:00,30c6d60d-8e06-40ed-a6b5-89b6bc38341d,,True
background,,com.kmong.iOS,4.0.3,iPhone,Apple,iOS11.4,374C75AB-F0A3-4F9E-B1E2-5B9BA61C3A32,,,,,,,,2018-09-29T06:26:10+09:00,1aa79947-6f11-473a-8dc3-0cc4e99c8010,,True
background,,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,A994DA2E-F2EB-4532-A862-E3CD8992F35B,,,,,,,,2018-09-29T06:26:10+09:00,29a6183e-3246-44e6-94e9-ab9cd1b2b157,,True
goal,False,com.kmong.kmong,3.3.5,SM-G935S,samsung,Android8.0.0,137f7a66-f383-42da-b3e3-56b10b231817,stranger,google,mweb-app-install,cpc,,category_gig.view,1026.0,2018-09-29T06:26:10+09:00,da073bee-05d1-4521-a2a7-08f87315bdf8,False,True
goal,True,com.kmong.kmong,3.3.5,SM-G935S,samsung,Android8.0.0,137f7a66-f383-42da-b3e3-56b10b231817,stranger,google,mweb-app-install,cpc,,gig_detail.view,1026.0,2018-09-29T06:26:13+09:00,5facb527-cca5-4099-8fd1-68cf21a93eaf,False,True
