eventcategory,isfirstactivity,apppackagename,appversion,devicetype,devicemanufacturer,osversion,canonicaldeviceuuid,sourcetype,channel,params_campaign,params_medium,params_term,inappeventcategory,inappeventlabel,eventdatetime,rowuuid,isfirstgoalactivity,event_rank
background,,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,07DCBA8A-0FB9-45C8-A9D1-83ED55824C1B,,,,,,,,2018-09-29T20:00:00+09:00,bfe0f6cb-9e49-4077-93c2-e7453e7accaf,,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.1.1,A14BAFD0-6064-46E6-8983-35A1C6A432E7,unattributed,unattributed,,,,home.view,,2018-09-29T20:00:00+09:00,bda877bc-f50a-4aa7-8e64-3f11af65bd13,False,True
background,,com.kmong.kmong,3.3.5,SM-G965N,samsung,Android8.0.0,f3c5c9d7-8f05-472d-8e6c-56798c8dfa11,,,,,,,,2018-09-29T20:00:00+09:00,17cf85e0-547d-403a-a4e7-870add06b0f9,,True
exit,,com.kmong.kmong,3.3.5,SM-G930K,samsung,Android8.0.0,8f232dcd-9b20-47ca-8144-eb8f53bb9414,,,,,,,,2018-09-29T20:00:01+09:00,ff61a4dd-dda1-4afb-9eb7-fb6469f4e6b2,,True
background,,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,329E21D0-26C3-4AEC-A27F-D4BAFBB18877,,,,,,,,2018-09-29T20:00:01+09:00,354f0fb4-d1a6-46ef-9836-1a7668f508fd,,True
goal,False,com.kmong.kmong,3.3.5,SM-G960U,samsung,Android8.0.0,df15f2c5-4d68-44de-ac6c-375238ed97d5,unattributed,unattributed,,,,home.view,,2018-09-29T20:00:01+09:00,952f43cd-16d7-4c24-ab1b-05d682a306e1,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,31A44950-43AE-4D57-AEF5-CBF6D7918937,unattributed,unattributed,,,,home.view,,2018-09-29T20:00:01+09:00,bd6c1f49-82f3-40cf-9919-6ba2d9402aec,False,True
goal,False,com.kmong.kmong,3.3.5,SM-N950N,samsung,Android8.0.0,fb7a1feb-8553-49be-9f67-f657402283a9,viral,WEB,,,,home.view,,2018-09-29T20:00:03+09:00,e84fd374-3bbc-498f-888d-67c7a3225c9c,False,True
goal,False,com.kmong.kmong,3.3.5,SM-G960U,samsung,Android8.0.0,df15f2c5-4d68-44de-ac6c-375238ed97d5,unattributed,unattributed,,,,inbox.view,,2018-09-29T20:00:03+09:00,eee3ffe2-7fca-4bb0-8db8-f672710127be,False,True
goal,False,com.kmong.kmong,3.3.5,LM-G710N,LGE,Android8.0.0,f0d88b9c-cb09-43d9-bdac-db276e9e1961,viral,WEB,,,,home.view,,2018-09-29T20:00:05+09:00,3ed3c069-4eef-4169-b694-7480ec9d2817,False,True
goal,False,com.kmong.kmong,3.3.5,MI 6X,Xiaomi,Android8.1.0,48bc5aca-7f51-457a-be2f-342077ecbca5,unattributed,unattributed,,,,home.view,,2018-09-29T20:00:05+09:00,c928a702-b01d-4fad-9c23-8efcee547407,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,31A44950-43AE-4D57-AEF5-CBF6D7918937,unattributed,unattributed,,,,category_list.view,,2018-09-29T20:00:06+09:00,3123c857-910a-4b9b-8946-1956bd350ca8,False,True
background,,com.kmong.kmong,3.3.5,SM-N950N,samsung,Android8.0.0,fb7a1feb-8553-49be-9f67-f657402283a9,,,,,,,,2018-09-29T20:00:06+09:00,69684b74-28d2-47b0-b8af-ffdce8724fb0,,True
background,,com.kmong.kmong,3.3.5,SM-G960U,samsung,Android8.0.0,df15f2c5-4d68-44de-ac6c-375238ed97d5,,,,,,,,2018-09-29T20:00:06+09:00,773f6926-9d26-4328-b09d-344bca9a9c35,,True
launch,False,com.kmong.kmong,3.3.5,SM-N950N,samsung,Android8.0.0,d4a630a8-bf3a-484d-b379-9f31305aeee3,unattributed,unattributed,,,,inbox_detail.view,,2018-09-29T20:00:06+09:00,50bf23e9-dd23-4cb3-835f-5bcb884322cf,False,True
background,,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.1.1,A14BAFD0-6064-46E6-8983-35A1C6A432E7,,,,,,,,2018-09-29T20:00:07+09:00,2424615b-9620-436e-8654-f81be108fb92,,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,31A44950-43AE-4D57-AEF5-CBF6D7918937,unattributed,unattributed,,,,bookmarks_gig.view,,2018-09-29T20:00:07+09:00,f782a6de-24da-4cca-b633-e1c7b05611cc,False,True
launchInSession,,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,41F42C82-C478-4EA9-831F-2FD34983ED38,,,,,,,,2018-09-29T20:00:08+09:00,7edbd856-73eb-48e6-bea8-cdd3c25ea060,,False
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS12.0,1F6ACA47-BCC0-4629-92A3-E920CC408ABA,unattributed,unattributed,,,,search_gig.view,,2018-09-29T20:00:08+09:00,06182c51-ce17-4d49-a58d-7c104d0843ab,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,31A44950-43AE-4D57-AEF5-CBF6D7918937,unattributed,unattributed,,,,inbox.view,,2018-09-29T20:00:08+09:00,953b8ed3-37f8-4a81-9e79-f77bfe57ea65,False,True
foreground,,com.kmong.kmong,3.3.5,SM-G960U,samsung,Android8.0.0,df15f2c5-4d68-44de-ac6c-375238ed97d5,,,,,,,,2018-09-29T20:00:08+09:00,c688c807-b64c-4296-85c3-802fb5ca3479,,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,31A44950-43AE-4D57-AEF5-CBF6D7918937,unattributed,unattributed,,,,bookmarks_gig.view,,2018-09-29T20:00:09+09:00,04ee7906-5df1-41d1-b602-48cb6d7a8052,False,True
goal,False,com.kmong.kmong,3.3.5,SM-G960U,samsung,Android8.0.0,df15f2c5-4d68-44de-ac6c-375238ed97d5,unattributed,unattributed,,,,inbox.view,,2018-09-29T20:00:09+09:00,63873c37-3ca7-4347-bb0d-4f0b12822da9,False,True
goal,False,com.kmong.kmong,3.3.5,SM-G930L,samsung,Android7.0,c4d0a489-c48b-4c9c-b0ab-b17d425128da,unattributed,unattributed,,,,buyer_order_track.view,,2018-09-29T20:00:09+09:00,8eb10d80-75bc-468b-bcad-fa6191785595,False,True
goal,False,com.kmong.kmong,3.3.5,MI 6X,Xiaomi,Android8.1.0,48bc5aca-7f51-457a-be2f-342077ecbca5,unattributed,unattributed,,,,category_gig.view,1.0,2018-09-29T20:00:10+09:00,19fa2e49-1354-4fc8-b8c4-77cb983f1004,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,41F42C82-C478-4EA9-831F-2FD34983ED38,unattributed,unattributed,,,,home.view,,2018-09-29T20:00:10+09:00,0e9a050f-b855-43a4-8e80-4c01f63195c9,False,True
launch,False,com.kmong.kmong,3.3.5,SM-G930K,samsung,Android8.0.0,980265a7-4623-4c7c-918b-6aaf09382424,unattributed,unattributed,,,,,,2018-09-29T20:00:10+09:00,91ca4cc4-018d-48e3-8eaa-2006a8482f1b,False,False
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,41F42C82-C478-4EA9-831F-2FD34983ED38,unattributed,unattributed,,,,inbox_detail.view,,2018-09-29T20:00:10+09:00,ffb4fa7b-92d0-4917-9847-bb9cf5e13ef3,False,True
goal,True,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,31A44950-43AE-4D57-AEF5-CBF6D7918937,unattributed,unattributed,,,,bookmarks_portfolio.view,,2018-09-29T20:00:10+09:00,392faffe-7834-4ae8-a0e4-1d40b2493a86,True,True
background,,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,BD4EC872-DF5A-40E9-BDC7-123A074A4DB6,,,,,,,,2018-09-29T20:00:12+09:00,510d7d70-cf9b-46e5-9807-c3bcf19ff7c7,,True
goal,False,com.kmong.kmong,3.3.5,SM-G930K,samsung,Android8.0.0,980265a7-4623-4c7c-918b-6aaf09382424,unattributed,unattributed,,,,category_gig.view,6.0,2018-09-29T20:00:12+09:00,6e1325b2-33a0-4041-9a1c-d1948a9c59d7,False,True
background,,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,31A44950-43AE-4D57-AEF5-CBF6D7918937,,,,,,,,2018-09-29T20:00:12+09:00,5a769de2-6d66-46c6-a0fc-d5681fd9bafa,,True
goal,False,com.kmong.kmong,3.3.5,SM-G960U,samsung,Android8.0.0,df15f2c5-4d68-44de-ac6c-375238ed97d5,unattributed,unattributed,,,,inbox_detail.view,,2018-09-29T20:00:14+09:00,d8a331f9-e9e3-402b-b602-f6b9f521aa80,False,True
goal,False,com.kmong.kmong,3.3.5,LM-G710N,LGE,Android8.0.0,d30dccd1-3cc4-41c7-ac7e-8ee86be3b104,unattributed,unattributed,,,,inbox.view,,2018-09-29T20:00:14+09:00,cb51f0c1-3d1c-4311-b7cb-2f92a7d08214,False,True
goal,False,com.kmong.kmong,3.3.5,LM-G710N,LGE,Android8.0.0,d30dccd1-3cc4-41c7-ac7e-8ee86be3b104,unattributed,unattributed,,,,home.view,,2018-09-29T20:00:15+09:00,73825ed0-344c-4b12-904b-0ff34d4132c9,False,True
exit,,com.kmong.kmong,3.3.5,LM-G710N,LGE,Android8.0.0,d30dccd1-3cc4-41c7-ac7e-8ee86be3b104,,,,,,,,2018-09-29T20:00:15+09:00,fab61a1d-14cd-4783-b603-34d64d978b7e,,True
goal,True,com.kmong.kmong,3.3.5,SM-G930S,samsung,Android8.0.0,346f5a36-cc60-42b3-b31e-ef949d64c280,app-market,google-play,,organic,,tutorial.view,,2018-09-29T20:00:15+09:00,be444360-c700-40e6-ac22-2670475cfb4c,True,True
launch,False,com.kmong.iOS,4.0.3,iPhone,Apple,iOS11.4.1,DCA45133-816E-4B4A-9B77-7C9A951D893C,unattributed,unattributed,,,,,,2018-09-29T20:00:16+09:00,0769641c-2f65-4a63-a36a-7b66f9068be2,False,False
background,,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.3,BE01B99C-090B-4F71-8F21-4F6AA367060D,,,,,,,,2018-09-29T20:00:16+09:00,8b58b2fc-a9f8-4d94-991a-9f95a60dbd49,,True
goal,True,com.kmong.iOS,4.0.4,iPhone,Apple,iOS12.0,1F6ACA47-BCC0-4629-92A3-E920CC408ABA,unattributed,unattributed,,,,gig_detail.view,107.0,2018-09-29T20:00:16+09:00,2ea946e5-1a10-4555-9d30-a1bdebdc34f8,False,True
goal,False,com.kmong.kmong,3.3.5,SM-G930K,samsung,Android8.0.0,980265a7-4623-4c7c-918b-6aaf09382424,unattributed,unattributed,,,,home.view,,2018-09-29T20:00:17+09:00,afb8a937-f956-4654-a3b4-a920fb1a138d,False,True
goal,True,com.kmong.kmong,3.3.5,MI 6X,Xiaomi,Android8.1.0,48bc5aca-7f51-457a-be2f-342077ecbca5,unattributed,unattributed,,,,gig_detail.view,113.0,2018-09-29T20:00:17+09:00,f745d37d-9e2b-43ca-a311-55d99658bc6a,False,True
goal,True,com.kmong.iOS,4.0.4,iPhone,Apple,iOS12.0,1F6ACA47-BCC0-4629-92A3-E920CC408ABA,unattributed,unattributed,,,,gig_detail.view,107.0,2018-09-29T20:00:17+09:00,1e40f087-d53b-4703-ae03-987cd58156c8,False,True
goal,False,com.kmong.iOS,4.0.3,iPhone,Apple,iOS11.4.1,DCA45133-816E-4B4A-9B77-7C9A951D893C,unattributed,unattributed,,,,home.view,,2018-09-29T20:00:18+09:00,1e9fff9d-91a9-4559-90b0-348d4484e2a0,False,True
goal,True,com.kmong.kmong,3.3.5,SM-G930K,samsung,Android8.0.0,980265a7-4623-4c7c-918b-6aaf09382424,unattributed,unattributed,,,,search.view,,2018-09-29T20:00:19+09:00,78138c04-1e81-48f6-87c0-5097d4e36b88,True,True
goal,False,com.kmong.kmong,3.3.5,SM-G950N,samsung,Android8.0.0,85a68090-c976-4408-9e24-858bb1aa8e76,unattributed,unattributed,,,,inbox_detail.view,,2018-09-29T20:00:20+09:00,98f05881-ae90-497a-b5fb-91b208cadfd0,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS12.0,1B7BAF92-D2C5-4B10-9C8F-034828A4BE07,unattributed,unattributed,,,,gig_detail.view,22204.0,2018-09-29T20:00:20+09:00,7fa414ee-3d95-4701-b0ac-afd0ae0c362e,False,True
goal,False,com.kmong.iOS,4.0.3,iPhone,Apple,iOS11.4.1,DCA45133-816E-4B4A-9B77-7C9A951D893C,unattributed,unattributed,,,,inbox.view,,2018-09-29T20:00:20+09:00,3362b99a-e052-4b52-aaef-dfe6d5d5e3ed,False,True
goal,False,com.kmong.kmong,3.3.5,MI 6X,Xiaomi,Android8.1.0,48bc5aca-7f51-457a-be2f-342077ecbca5,unattributed,unattributed,,,,category_gig.view,1.0,2018-09-29T20:00:21+09:00,44423c4d-1cd2-481b-a47b-6dc19b1ce290,False,True
background,,com.kmong.kmong,3.3.5,SM-G950N,samsung,Android8.0.0,85a68090-c976-4408-9e24-858bb1aa8e76,,,,,,,,2018-09-29T20:00:21+09:00,82163c69-3c6d-4b32-907f-ca7187cd48e9,,True
goal,False,com.kmong.kmong,3.3.5,SM-G960U,samsung,Android8.0.0,df15f2c5-4d68-44de-ac6c-375238ed97d5,unattributed,unattributed,,,,buyer_order_track.view,,2018-09-29T20:00:22+09:00,e6a74b96-fa4c-4948-b03c-3496f114c62e,False,True
background,,com.kmong.iOS,4.0.3,iPhone,Apple,iOS11.4.1,DCA45133-816E-4B4A-9B77-7C9A951D893C,,,,,,,,2018-09-29T20:00:23+09:00,7c3fd24b-63b6-4de9-adfd-20d42c1f7f7c,,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS12.0,1B7BAF92-D2C5-4B10-9C8F-034828A4BE07,unattributed,unattributed,,,,search_gig.view,,2018-09-29T20:00:23+09:00,8222a5ff-ca0b-4ceb-9439-f04d5992bb10,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,41F42C82-C478-4EA9-831F-2FD34983ED38,unattributed,unattributed,,,,inbox.view,,2018-09-29T20:00:26+09:00,86b11e9e-a4e7-4d92-b5fe-37c9beefa0a2,False,True
background,,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,41F42C82-C478-4EA9-831F-2FD34983ED38,,,,,,,,2018-09-29T20:00:27+09:00,faaaf94e-5ad5-4da9-88d5-24b9985ef331,,True
goal,False,com.kmong.kmong,3.3.5,SM-G930K,samsung,Android8.0.0,980265a7-4623-4c7c-918b-6aaf09382424,unattributed,unattributed,,,,home.view,,2018-09-29T20:00:27+09:00,704b3b79-8e40-4754-8299-b6fca517af2a,False,True
goal,True,com.kmong.kmong,3.3.5,SM-G930K,samsung,Android8.0.0,980265a7-4623-4c7c-918b-6aaf09382424,unattributed,unattributed,,,,category_gig.view,706.0,2018-09-29T20:00:27+09:00,50860647-8991-4595-9275-b9c5239bf666,False,True
goal,False,com.kmong.kmong,3.3.5,MI 6X,Xiaomi,Android8.1.0,48bc5aca-7f51-457a-be2f-342077ecbca5,unattributed,unattributed,,,,home.view,,2018-09-29T20:00:27+09:00,4c3f39b4-1858-4ffe-b996-37e449a8efb6,False,True
background,,com.kmong.iOS,4.0.4,iPhone,Apple,iOS12.0,1B7BAF92-D2C5-4B10-9C8F-034828A4BE07,,,,,,,,2018-09-29T20:00:28+09:00,d532adaf-3cf4-422f-ae37-77ec7206a3cb,,True
goal,False,com.kmong.kmong,3.3.5,SM-G965N,samsung,Android8.0.0,f3c5c9d7-8f05-472d-8e6c-56798c8dfa11,unattributed,unattributed,,,,inbox_detail.view,,2018-09-29T20:00:29+09:00,3f94174a-7071-4540-b2ac-9833c59778e1,False,True
background,,com.kmong.kmong,3.3.5,MI 6X,Xiaomi,Android8.1.0,48bc5aca-7f51-457a-be2f-342077ecbca5,,,,,,,,2018-09-29T20:00:29+09:00,bf1d1792-80a7-4fa0-9d8f-1092ad61a423,,True
foreground,,com.kmong.kmong,3.3.5,SM-G965N,samsung,Android8.0.0,f3c5c9d7-8f05-472d-8e6c-56798c8dfa11,,,,,,,,2018-09-29T20:00:29+09:00,d8b9737b-453d-4873-a935-63633fb814f4,,True
background,,com.kmong.kmong,3.3.5,SM-N950N,samsung,Android8.0.0,d4a630a8-bf3a-484d-b379-9f31305aeee3,,,,,,,,2018-09-29T20:00:30+09:00,119fc238-c5cb-48b4-a2ed-25018f55fcb0,,True
goal,False,com.kmong.kmong,3.3.5,SM-G960U,samsung,Android8.0.0,df15f2c5-4d68-44de-ac6c-375238ed97d5,unattributed,unattributed,,,,inbox_detail.view,,2018-09-29T20:00:31+09:00,8e2c2a89-37c9-46d6-afde-350ad960a2a9,False,True
goal,False,com.kmong.kmong,3.3.2,SM-G950N,samsung,Android8.0.0,1fac36ba-6bcd-43fc-8cf9-7e1aac4b39d2,unattributed,unattributed,,,,home.view,,2018-09-29T20:00:31+09:00,4d58985c-c35e-410e-aec6-e7a2669350f9,False,True
launch,False,com.kmong.kmong,3.3.2,SM-G950N,samsung,Android8.0.0,1fac36ba-6bcd-43fc-8cf9-7e1aac4b39d2,unattributed,unattributed,,,,,,2018-09-29T20:00:31+09:00,17b09f60-32b4-4cbb-9af1-0e2f400bee6d,False,False
goal,False,com.kmong.kmong,3.3.5,SM-G965N,samsung,Android8.0.0,f3c5c9d7-8f05-472d-8e6c-56798c8dfa11,unattributed,unattributed,,,,inbox_detail.view,,2018-09-29T20:00:31+09:00,c275bee8-8ffd-41d3-a4fc-dfd1a83c8955,False,True
goal,False,com.kmong.kmong,3.3.5,SM-G960U,samsung,Android8.0.0,df15f2c5-4d68-44de-ac6c-375238ed97d5,unattributed,unattributed,,,,inbox.view,,2018-09-29T20:00:32+09:00,e75b52bd-e5ea-4991-85d0-fac25b0ef25e,False,True
goal,False,com.kmong.kmong,3.3.2,SM-G950N,samsung,Android8.0.0,1fac36ba-6bcd-43fc-8cf9-7e1aac4b39d2,unattributed,unattributed,,,,menu.view,,2018-09-29T20:00:32+09:00,54eaf795-6a37-4ec9-94b7-e364d5759566,False,True
background,,com.kmong.kmong,3.3.5,SM-G965N,samsung,Android8.0.0,f3c5c9d7-8f05-472d-8e6c-56798c8dfa11,,,,,,,,2018-09-29T20:00:33+09:00,f325ba95-0ee3-4800-963b-a78f48b8eae5,,True
goal,False,com.kmong.kmong,3.3.5,SM-G960U,samsung,Android8.0.0,df15f2c5-4d68-44de-ac6c-375238ed97d5,unattributed,unattributed,,,,inbox_detail.view,,2018-09-29T20:00:34+09:00,282cdc09-ef68-44a5-856f-e9775de53e66,False,True
goal,False,com.kmong.kmong,3.3.2,SM-G950N,samsung,Android8.0.0,1fac36ba-6bcd-43fc-8cf9-7e1aac4b39d2,unattributed,unattributed,,,,seller_profits_history.click,,2018-09-29T20:00:34+09:00,0e814b8b-6052-42ee-b657-3ae98d6e1143,False,True
goal,False,com.kmong.kmong,3.3.5,SM-G965N,samsung,Android8.0.0,f3c5c9d7-8f05-472d-8e6c-56798c8dfa11,unattributed,unattributed,,,,inbox_detail.view,,2018-09-29T20:00:36+09:00,d00edc04-19ee-474f-a62c-f99c598943b8,False,True
foreground,,com.kmong.kmong,3.3.5,SM-G965N,samsung,Android8.0.0,f3c5c9d7-8f05-472d-8e6c-56798c8dfa11,,,,,,,,2018-09-29T20:00:36+09:00,0b3464b2-3abe-4439-ba5c-e467868ad099,,True
install,True,com.kmong.kmong,3.3.5,SM-A710L,samsung,Android7.0,93d01aec-eac0-441f-bd12-ec944fc29aae,paid,google.adwords,1431863900,,,,,2018-09-29T20:00:37+09:00,95d6a560-3add-4b24-8193-a24fc02dd636,False,True
goal,False,com.kmong.kmong,3.3.5,SM-G960U,samsung,Android8.0.0,df15f2c5-4d68-44de-ac6c-375238ed97d5,unattributed,unattributed,,,,inbox.view,,2018-09-29T20:00:37+09:00,c469eeaa-f34a-4b96-9cf3-1ae7a8894665,False,True
foreground,,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,31C36FB3-CFF5-4CA3-A4E7-D41798F1F983,,,,,,,,2018-09-29T20:00:37+09:00,0212c0e4-79d5-4335-92e2-02167f1cba3c,,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,07DCBA8A-0FB9-45C8-A9D1-83ED55824C1B,unattributed,unattributed,,,,inbox.view,,2018-09-29T20:00:38+09:00,0afbd8dc-e485-416e-8ee7-28e365f9d207,False,True
background,,com.kmong.iOS,4.0.4,iPhone,Apple,iOS12.0,1F6ACA47-BCC0-4629-92A3-E920CC408ABA,,,,,,,,2018-09-29T20:00:38+09:00,825513da-a682-4342-89b5-936a605ed777,,True
foreground,,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,07DCBA8A-0FB9-45C8-A9D1-83ED55824C1B,,,,,,,,2018-09-29T20:00:38+09:00,62f8583f-e3fc-4ba7-bbba-1069c3459875,,True
background,,com.kmong.kmong,3.3.5,SM-G960U,samsung,Android8.0.0,df15f2c5-4d68-44de-ac6c-375238ed97d5,,,,,,,,2018-09-29T20:00:39+09:00,a2dae2bf-3970-4a5e-8823-196ca5a349ff,,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,07DCBA8A-0FB9-45C8-A9D1-83ED55824C1B,unattributed,unattributed,,,,inbox_detail.view,,2018-09-29T20:00:39+09:00,4c4db55c-dc1a-43ad-abf4-fc25c5cffb80,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,31C36FB3-CFF5-4CA3-A4E7-D41798F1F983,unattributed,unattributed,,,,inbox_detail.view,,2018-09-29T20:00:40+09:00,56b41f92-cbb7-4498-b6df-54b714710237,False,True
launch,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,F168677F-A861-4EA3-A7EC-69792EA42848,unattributed,unattributed,,,,,,2018-09-29T20:00:41+09:00,b11bf0c6-9127-4d41-976a-8cb34cd0ab27,False,False
install,True,com.kmong.kmong,3.3.5,SM-A530N,samsung,Android7.1.1,bd864da9-bac4-4bf4-9007-10799bb2699d,paid,google.adwords,1431863900,,,,,2018-09-29T20:00:42+09:00,43159e8f-edc7-4771-a052-341c87a62cfb,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,F168677F-A861-4EA3-A7EC-69792EA42848,unattributed,unattributed,,,,home.view,,2018-09-29T20:00:42+09:00,e27c31f8-c329-4353-b34d-91932b3d4f6e,False,True
goal,True,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,C3206E99-14D4-40AE-81EA-14B75895B286,unattributed,unattributed,,,,gig_detail.view,105.0,2018-09-29T20:00:42+09:00,51c42922-726f-4a06-863a-a878607d3ff6,False,True
launch,False,com.kmong.kmong,3.3.5,LGM-V300L,LGE,Android8.0.0,c5fc3047-b88f-466e-96f5-48bec777c00d,unattributed,unattributed,,,,,,2018-09-29T20:00:42+09:00,442c86b6-28aa-465b-874f-309e9867f841,False,False
goal,False,com.kmong.kmong,3.3.5,SM-G965N,samsung,Android8.0.0,11b4eb5d-ab27-4e96-b0d3-f778aa8a0ea0,app-market,google-play,,organic,,search_gig.view,,2018-09-29T20:00:43+09:00,b036a28f-74ad-4c70-ac1a-23cc06a1dc27,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,C3206E99-14D4-40AE-81EA-14B75895B286,unattributed,unattributed,,,,gig_detail.view,105.0,2018-09-29T20:00:43+09:00,ac30b1bf-0ef7-405e-9c57-cbdc7a249237,False,True
goal,False,com.kmong.kmong,3.3.5,LGM-V300L,LGE,Android8.0.0,c5fc3047-b88f-466e-96f5-48bec777c00d,unattributed,unattributed,,,,home.view,,2018-09-29T20:00:44+09:00,02ce8989-f468-4c12-b20c-e4ccf3e87f18,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,31C36FB3-CFF5-4CA3-A4E7-D41798F1F983,unattributed,unattributed,,,,inbox.view,,2018-09-29T20:00:45+09:00,06b2b5ce-0f09-48b0-85e1-f5786f8f051b,False,True
goal,True,com.kmong.kmong,3.3.5,SM-A530N,samsung,Android7.1.1,bd864da9-bac4-4bf4-9007-10799bb2699d,paid,google.adwords,1431863900,,,tutorial.view,,2018-09-29T20:00:46+09:00,5778d328-a3a0-4df9-8e19-3e751dd06eca,True,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,F168677F-A861-4EA3-A7EC-69792EA42848,unattributed,unattributed,,,,category_gig.view,1.0,2018-09-29T20:00:46+09:00,fc0f6098-d3eb-4f2e-946c-8ee17213c687,False,True
launchInSession,,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,31A44950-43AE-4D57-AEF5-CBF6D7918937,,,,,,,,2018-09-29T20:00:46+09:00,61d9085f-4829-407f-8a43-c39b3cc78d70,,False
background,,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,31C36FB3-CFF5-4CA3-A4E7-D41798F1F983,,,,,,,,2018-09-29T20:00:47+09:00,8b140a4c-78c6-45cc-a144-4353ed9e1665,,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,31A44950-43AE-4D57-AEF5-CBF6D7918937,unattributed,unattributed,,,,home.view,,2018-09-29T20:00:47+09:00,c75b91dd-4e7f-4138-853f-a224090df968,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,31A44950-43AE-4D57-AEF5-CBF6D7918937,unattributed,unattributed,,,,inbox_detail.view,,2018-09-29T20:00:47+09:00,c8788256-01c0-4072-b88a-3bd0aff54d18,False,True
goal,False,com.kmong.kmong,3.3.5,LGM-V300L,LGE,Android8.0.0,c5fc3047-b88f-466e-96f5-48bec777c00d,unattributed,unattributed,,,,inbox.view,,2018-09-29T20:00:47+09:00,a44a8154-85c0-4d97-8aa9-cb7c97b6d19d,False,True
foreground,,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,061F592F-6CE6-4EE0-99F0-393CDFC98BBF,,,,,,,,2018-09-29T20:00:48+09:00,8c6d5a00-50c3-48bd-859d-b557167b2d4c,,True
goal,True,com.kmong.kmong,3.3.5,SM-G930K,samsung,Android8.0.0,980265a7-4623-4c7c-918b-6aaf09382424,unattributed,unattributed,,,,gig_detail.view,706.0,2018-09-29T20:00:48+09:00,10c080a5-644e-4318-b22d-87c494f8a13b,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,C3206E99-14D4-40AE-81EA-14B75895B286,unattributed,unattributed,,,,category_gig.view,1.0,2018-09-29T20:00:50+09:00,c4b225c3-3df2-4612-a69a-188cf8d8a5f8,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,061F592F-6CE6-4EE0-99F0-393CDFC98BBF,unattributed,unattributed,,,,menu.view,,2018-09-29T20:00:53+09:00,62f32fe4-1e0a-4f37-902b-cbc0da1e0e4c,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.3,BE01B99C-090B-4F71-8F21-4F6AA367060D,unattributed,unattributed,,,,inbox.view,,2018-09-29T20:00:53+09:00,11c4aa11-27ef-40d0-8515-6d577bffa419,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.3,BE01B99C-090B-4F71-8F21-4F6AA367060D,unattributed,unattributed,,,,inbox_detail.view,,2018-09-29T20:00:53+09:00,ef1a84a1-0193-4980-a919-db1a2c7d602b,False,True
